sibid,childid,round,theta_eap,ppvt_score,yc,country,group,language
15,VN100067,4,1.043560028,4.082279205,1,4,23,6
15,VN100067,5,1.004799962,4.015608788,1,4,24,6
15,VN100068,3,0.290481001,2.786924839,1,4,22,6
15,VN100068,4,1.144070029,4.255164146,1,4,23,6
15,VN100068,5,1.00188005,4.010586262,1,4,24,6
15,VN100070,3,0.36758101,2.919542789,1,4,22,6
15,VN100070,4,0.909608006,3.85187149,1,4,23,6
15,VN100070,5,0.766557992,3.605814219,1,4,24,6
15,VN100072,3,-0.0054423,2.277913809,1,4,22,6
15,VN100072,4,0.771493018,3.614302874,1,4,23,6
15,VN100072,5,0.844075978,3.739151239,1,4,24,6
3,VN100074,3,1.489040017,4.848539352,1,4,22,6
7,VN100076,4,0.0290151,2.337183237,1,4,23,6
7,VN100076,5,1.105440021,4.188717842,1,4,24,6
7,VN100078,4,-0.117862001,2.084543228,1,4,23,6
7,VN100078,5,0.336475015,2.866038084,1,4,24,6
15,VN100079,3,-0.343760014,1.695981026,1,4,22,6
15,VN100079,4,-0.474613011,1.470903754,1,4,23,6
15,VN100079,5,0.563342988,3.25626874,1,4,24,6
15,VN100080,3,0.867579997,3.779579878,1,4,22,6
15,VN100080,4,1.383329988,4.6667099,1,4,23,6
5,VN100081,4,0.497599006,3.143183947,1,4,23,6
5,VN100081,5,0.618950009,3.351917028,1,4,24,6
15,VN100082,3,0.957955003,3.935031891,1,4,22,6
15,VN100082,4,1.032680035,4.063564777,1,4,23,6
15,VN100082,5,0.624845028,3.362056971,1,4,24,6
5,VN100085,3,1.076830029,4.13950634,1,4,22,6
5,VN100085,4,1.379590034,4.66027689,1,4,23,6
5,VN100085,5,1.075749993,4.137648582,1,4,24,6
3,VN100086,3,0.743800998,3.566670418,1,4,22,6
3,VN100086,4,1.489079952,4.848608017,1,4,23,6
3,VN100089,3,1.248029947,4.433983326,1,4,22,6
3,VN100089,4,1.204079986,4.35838604,1,4,23,6
15,VN100090,3,-0.288549006,1.790948272,1,4,22,6
15,VN100090,4,0.710110009,3.508719444,1,4,23,6
15,VN100090,5,0.553391993,3.239152193,1,4,24,6
15,VN100094,3,0.062707298,2.395136356,1,4,22,6
15,VN100094,4,1.47834003,4.830134869,1,4,23,6
15,VN100094,5,0.93897903,3.902391911,1,4,24,6
15,VN100095,3,0.63458699,3.378813982,1,4,22,6
15,VN100095,4,0.900098979,3.835515022,1,4,23,6
15,VN100095,5,0.872983992,3.788875341,1,4,24,6
15,VN100096,4,1.231559992,4.405653954,1,4,23,6
15,VN100096,5,1.25793004,4.451012135,1,4,24,6
15,VN100098,4,0.745525002,3.569635868,1,4,23,6
7,VN100101,4,-1.134420037,0.335984439,1,4,23,6
7,VN100101,5,-0.339199007,1.703826308,1,4,24,6
3,VN100107,3,-1.776419997,-0.768305361,1,4,22,6
3,VN100107,4,-0.336401999,1.708637476,1,4,23,6
3,VN100107,5,0.403023988,2.980507612,1,4,24,6
3,VN100111,4,0.197573006,2.627115965,1,4,23,6
3,VN100111,5,0.021339299,2.323980331,1,4,24,6
3,VN100113,4,0.315571994,2.83008337,1,4,23,6
3,VN100113,5,0.098913401,2.457413673,1,4,24,6
16,VN100115,4,-1.366490006,-0.063193947,1,4,23,6
16,VN100115,5,0.182694003,2.601522923,1,4,24,6
4,VN110002,3,-1.553449988,-0.384779632,1,4,22,6
4,VN110002,4,0.425339013,3.018891096,1,4,23,6
4,VN110002,5,-0.322818011,1.732002974,1,4,24,6
4,VN110005,3,0.767669976,3.607727051,1,4,22,6
15,VN110008,3,0.378434002,2.938210964,1,4,22,6
15,VN110008,4,1.224979997,4.394335747,1,4,23,6
15,VN110008,5,0.99395901,3.996961594,1,4,24,6
15,VN110010,3,0.794402003,3.65370822,1,4,22,6
15,VN110012,3,-0.0236159,2.246653795,1,4,22,6
15,VN110012,4,1.162989974,4.287708282,1,4,23,6
15,VN110012,5,0.639559984,3.387367725,1,4,24,6
5,VN110014,3,-0.953046978,0.647960186,1,4,22,6
5,VN110014,4,0.290780991,2.787440777,1,4,23,6
5,VN110014,5,0.210536003,2.649413347,1,4,24,6
3,VN110015,3,-2.161689997,-1.430999637,1,4,22,6
3,VN110015,4,-0.335384011,1.710388422,1,4,23,6
3,VN110015,5,-1.784440041,-0.782100439,1,4,24,6
6,VN110017,3,-2.061239958,-1.258217812,1,4,22,6
6,VN110017,4,0.341847986,2.875280142,1,4,23,6
6,VN110017,5,0.708992004,3.50679636,1,4,24,6
15,VN110018,3,0.093908198,2.448804379,1,4,22,6
15,VN110018,4,0.817770004,3.693902969,1,4,23,6
15,VN110018,5,-0.053801298,2.194732666,1,4,24,6
5,VN110019,3,-1.445189953,-0.198563963,1,4,22,6
5,VN110019,4,-0.919342995,0.70593363,1,4,23,6
5,VN110019,5,-0.757955015,0.983533502,1,4,24,6
3,VN110021,3,-2.49097991,-1.99740386,1,4,22,6
3,VN110021,4,-0.123666003,2.074559927,1,4,23,6
3,VN110021,5,0.125799999,2.503660679,1,4,24,6
15,VN110023,3,0.331382006,2.85727787,1,4,22,6
15,VN110023,4,0.483940989,3.119691133,1,4,23,6
15,VN110024,3,-0.00523455,2.278271198,1,4,22,6
15,VN110024,4,1.079669952,4.14439106,1,4,23,6
15,VN110024,5,0.662921011,3.427550554,1,4,24,6
9,VN110025,3,-0.905283988,0.730116248,1,4,22,6
9,VN110025,4,1.414610028,4.720514297,1,4,23,6
9,VN110025,5,-0.454356998,1.505745649,1,4,24,6
15,VN110026,3,0.098998301,2.457559824,1,4,22,6
15,VN110026,4,0.638502002,3.385548115,1,4,23,6
15,VN110026,5,0.857073009,3.761507034,1,4,24,6
15,VN110027,3,0.154667005,2.553314209,1,4,22,6
15,VN110027,4,-0.102801003,2.110449314,1,4,23,6
15,VN110028,3,0.448278993,3.058349609,1,4,22,6
15,VN110028,4,0.989557981,3.989391565,1,4,23,6
15,VN110028,5,1.341709971,4.59512043,1,4,24,6
4,VN110029,3,-1.117740035,0.364675313,1,4,22,6
4,VN110029,4,-0.815245986,0.884988606,1,4,23,6
4,VN110029,5,0.503212988,3.152840376,1,4,24,6
5,VN110031,3,-2.774909973,-2.485785723,1,4,22,6
5,VN110031,4,-2.137069941,-1.388651252,1,4,23,6
5,VN110031,5,-0.195549995,1.950913787,1,4,24,6
2,VN110033,3,-1.021510005,0.530198455,1,4,22,6
2,VN110033,4,0.862169027,3.770272732,1,4,23,6
3,VN110034,3,-1.32735002,0.004129871,1,4,22,6
3,VN110034,4,-0.386045992,1.623245955,1,4,23,6
3,VN110034,5,0.026010299,2.332014799,1,4,24,6
3,VN110035,3,0.476981014,3.107719421,1,4,22,6
3,VN110035,4,1.197370052,4.346844673,1,4,23,6
3,VN110036,3,1.473440051,4.821706295,1,4,22,6
3,VN110037,3,0.882153988,3.804648399,1,4,22,6
3,VN110037,4,1.209130049,4.367072582,1,4,23,6
5,VN110040,3,0.375198007,2.932644606,1,4,22,6
5,VN110040,4,1.063509941,4.116594791,1,4,23,6
5,VN110040,5,0.335914999,2.865074873,1,4,24,6
15,VN110041,3,-0.343389004,1.696619272,1,4,22,6
15,VN110041,4,-0.26998499,1.822879791,1,4,23,6
4,VN110043,3,0.329979986,2.854866266,1,4,22,6
3,VN110046,3,-2.339950085,-1.737620831,1,4,22,6
3,VN110046,4,-0.996217012,0.573704362,1,4,23,6
3,VN110046,5,-0.72161603,1.046039343,1,4,24,6
5,VN110050,3,0.076755099,2.419299603,1,4,22,6
4,VN110051,3,-1.70114994,-0.638835013,1,4,22,6
4,VN110051,4,0.046186201,2.366718769,1,4,23,6
4,VN110051,5,-0.886726022,0.762037396,1,4,24,6
3,VN110052,3,0.862058997,3.770083427,1,4,22,6
3,VN110053,3,0.619193017,3.352334976,1,4,22,6
3,VN110053,5,1.411329985,4.71487236,1,4,24,6
15,VN110054,3,-0.405963987,1.588985443,1,4,22,6
15,VN110054,4,1.87925005,5.519731045,1,4,23,6
15,VN110055,3,0.509142995,3.1630404,1,4,22,6
15,VN110055,4,0.068279497,2.404721022,1,4,23,6
7,VN110056,3,-2.231389999,-1.550889134,1,4,22,6
7,VN110056,4,-0.227926001,1.895224571,1,4,23,6
7,VN110056,5,-0.030634001,2.234582186,1,4,24,6
9,VN110057,3,-1.507060051,-0.304985344,1,4,22,6
9,VN110057,4,-0.440872014,1.528940916,1,4,23,6
9,VN110057,5,-0.857275009,0.812695384,1,4,24,6
4,VN110058,4,-0.491860986,1.4412359,1,4,23,6
4,VN110058,5,0.116438001,2.487557411,1,4,24,6
4,VN110060,3,0.72251302,3.530053377,1,4,22,6
15,VN110064,3,-0.203043997,1.938023567,1,4,22,6
15,VN110064,4,0.396995991,2.970139027,1,4,23,6
5,VN110066,3,-0.905295014,0.730097234,1,4,22,6
5,VN110066,4,-0.076637901,2.155451775,1,4,23,6
5,VN110066,5,0.348874003,2.887365341,1,4,24,6
16,VN110067,3,-2.730259895,-2.408983946,1,4,22,6
16,VN110067,4,-0.086052902,2.139257193,1,4,23,6
16,VN110067,5,0.294043005,2.79305172,1,4,24,6
7,VN110068,3,-2.359250069,-1.770818353,1,4,22,6
7,VN110068,4,-0.71637398,1.055056095,1,4,23,6
7,VN110068,5,0.589936018,3.302010775,1,4,24,6
15,VN110069,3,-0.647974014,1.172709346,1,4,22,6
15,VN110069,4,0.712473989,3.512785673,1,4,23,6
15,VN110073,3,0.248143002,2.714100122,1,4,22,6
15,VN110073,4,-0.0353298,2.226505041,1,4,23,6
15,VN110073,5,-0.119071998,2.082461834,1,4,24,6
3,VN110074,3,-1.321480036,0.014226701,1,4,22,6
3,VN110074,4,0.514195025,3.17173028,1,4,23,6
3,VN110074,5,-0.064079702,2.177052975,1,4,24,6
15,VN110076,3,-0.423590988,1.558665633,1,4,22,6
15,VN110076,4,0.520193994,3.182049036,1,4,23,6
15,VN110076,5,0.527499974,3.194615841,1,4,24,6
5,VN110078,3,0.730436027,3.543681622,1,4,22,6
3,VN110080,3,-2.25177002,-1.585944295,1,4,22,6
3,VN110080,4,0.189757004,2.61367178,1,4,23,6
3,VN110080,5,-0.369195014,1.652230859,1,4,24,6
3,VN110082,3,-2.562330008,-2.120131731,1,4,22,6
3,VN110082,4,-0.289498001,1.789315939,1,4,23,6
3,VN110082,5,-0.867754996,0.794669032,1,4,24,6
3,VN110083,4,1.421700001,4.732709408,1,4,23,6
4,VN110084,3,-1.847239971,-0.890121222,1,4,22,6
4,VN110084,4,0.205503002,2.64075613,1,4,23,6
4,VN110084,5,-0.927761972,0.691452324,1,4,24,6
3,VN110086,3,-0.50158,1.424518466,1,4,22,6
3,VN110086,4,0.083457902,2.430829048,1,4,23,6
3,VN110086,5,-0.920002997,0.7047984,1,4,24,6
15,VN110087,3,0.688964009,3.472346544,1,4,22,6
15,VN110087,4,1.618559957,5.071323872,1,4,23,6
15,VN110087,5,0.47329399,3.101377487,1,4,24,6
4,VN110090,3,-0.546086013,1.347964644,1,4,22,6
15,VN110091,3,0.351220995,2.891402483,1,4,22,6
15,VN110091,4,1.211730003,4.371544838,1,4,23,6
15,VN110091,5,-0.041911799,2.215183496,1,4,24,6
5,VN110092,3,0.67157501,3.442436218,1,4,22,6
8,VN110093,3,-1.800510049,-0.809742093,1,4,22,6
8,VN110093,4,-0.275913,1.812683225,1,4,23,6
8,VN110093,5,-0.106463999,2.104148626,1,4,24,6
4,VN110094,3,-0.00741765,2.274516106,1,4,22,6
4,VN110094,4,1.17584002,4.309811115,1,4,23,6
4,VN110094,5,0.845768988,3.742063284,1,4,24,6
3,VN110095,3,-0.369940013,1.650949478,1,4,22,6
3,VN110095,4,0.058777198,2.388376236,1,4,23,6
3,VN110095,5,1.565979958,4.980882168,1,4,24,6
15,VN110096,3,-0.426705003,1.553309202,1,4,22,6
15,VN110096,4,0.690140009,3.474369287,1,4,23,6
15,VN110096,5,-0.119213998,2.082217693,1,4,24,6
15,VN110098,3,-0.325195998,1.727912664,1,4,22,6
15,VN110098,4,-0.00326021,2.281667233,1,4,23,6
15,VN110098,5,-0.032277599,2.231755018,1,4,24,6
5,VN110099,3,-0.897378027,0.743715107,1,4,22,6
5,VN110099,4,1.202679992,4.355978012,1,4,23,6
5,VN110099,5,0.260567993,2.735472202,1,4,24,6
5,VN110101,3,0.587850988,3.298424244,1,4,22,6
5,VN110101,4,0.855593979,3.758963108,1,4,23,6
4,VN110108,3,1.27560997,4.481423378,1,4,22,6
4,VN110108,4,1.374840021,4.652106762,1,4,23,6
15,VN110115,3,-1.16166997,0.289112419,1,4,22,6
15,VN110115,4,0.271616995,2.754477262,1,4,23,6
15,VN110115,5,0.696632981,3.485537767,1,4,24,6
15,VN110119,3,0.583397985,3.290764809,1,4,22,6
15,VN110119,4,1.477679968,4.828999519,1,4,23,6
15,VN110119,5,0.322189003,2.841464996,1,4,24,6
15,VN110121,3,0.230520993,2.683789015,1,4,22,6
15,VN110121,4,0.665349007,3.431726933,1,4,23,6
15,VN110121,5,1.627699971,5.087045193,1,4,24,6
4,VN110125,3,-1.429370046,-0.171352491,1,4,22,6
4,VN110125,4,0.089288302,2.440857887,1,4,23,6
15,VN110126,3,-1.228729963,0.173764035,1,4,22,6
15,VN110126,4,1.207949996,4.365042686,1,4,23,6
9,VN120001,3,-0.743427992,1.00852108,1,4,22,6
9,VN120001,4,0.414424986,3.000118256,1,4,23,6
9,VN120001,5,0.216930002,2.660411358,1,4,24,6
4,VN120003,3,-1.588809967,-0.445601553,1,4,22,6
4,VN120003,4,0.186652005,2.608330965,1,4,23,6
4,VN120003,5,0.913926005,3.859298706,1,4,24,6
15,VN120004,3,1.109150052,4.195099354,1,4,22,6
15,VN120004,4,1.778470039,5.346381664,1,4,23,6
15,VN120007,3,0.0201983,2.32201767,1,4,22,6
15,VN120007,4,0.787642002,3.642080307,1,4,23,6
15,VN120007,5,0.310137004,2.820734739,1,4,24,6
5,VN120009,3,-1.907899976,-0.994461119,1,4,22,6
5,VN120009,4,0.645817995,3.398132086,1,4,23,6
5,VN120009,5,-0.105810001,2.105273485,1,4,24,6
4,VN120010,3,-1.827849984,-0.856768906,1,4,22,6
4,VN120010,4,0.679629028,3.456289768,1,4,23,6
4,VN120010,5,0.624981999,3.362292528,1,4,24,6
3,VN120011,3,-1.680760026,-0.603762805,1,4,22,6
3,VN120011,4,0.531994998,3.202347755,1,4,23,6
3,VN120011,5,-0.209852993,1.926311493,1,4,24,6
16,VN120012,3,-2.962059975,-2.80769825,1,4,22,6
16,VN120012,4,-0.709618986,1.066675186,1,4,23,6
16,VN120012,5,-1.235919952,0.161396682,1,4,24,6
4,VN120013,3,-0.480275989,1.461163044,1,4,22,6
4,VN120013,4,1.0977,4.175404072,1,4,23,6
4,VN120013,5,0.300318003,2.803845167,1,4,24,6
15,VN120014,3,-0.156209007,2.018583298,1,4,22,6
15,VN120014,4,1.299489975,4.522498608,1,4,23,6
15,VN120014,5,1.080809951,4.146351814,1,4,24,6
4,VN120017,3,0.589061022,3.300505638,1,4,22,6
4,VN120017,4,1.255679965,4.447142124,1,4,23,6
4,VN120017,5,0.122446999,2.497893333,1,4,24,6
15,VN120018,3,0.114988998,2.485064983,1,4,22,6
15,VN120018,4,0.118732996,2.491504908,1,4,23,6
15,VN120018,5,0.759241998,3.593230247,1,4,24,6
6,VN120020,3,-2.31566,-1.695840001,1,4,22,6
6,VN120020,4,-1.330770016,-0.001752786,1,4,23,6
6,VN120020,5,-1.019530058,0.533604085,1,4,24,6
16,VN120022,3,-2.323329926,-1.709032893,1,4,22,6
16,VN120022,4,-0.486616999,1.45025599,1,4,23,6
16,VN120022,5,-0.298161,1.774414897,1,4,24,6
5,VN120024,3,-2.350250006,-1.755337596,1,4,22,6
5,VN120024,4,-1.029119968,0.517108738,1,4,23,6
5,VN120024,5,-0.680194974,1.117286801,1,4,24,6
5,VN120026,3,-3.243479967,-3.291762352,1,4,22,6
5,VN120026,4,-0.641241014,1.184290648,1,4,23,6
5,VN120026,5,-0.458965987,1.497817874,1,4,24,6
2,VN120027,3,-0.694144011,1.093293428,1,4,22,6
2,VN120027,4,-0.99544698,0.575028896,1,4,23,6
7,VN120029,3,-0.055609301,2.191622734,1,4,22,6
7,VN120029,4,0.364273012,2.91385293,1,4,23,6
7,VN120029,5,-0.345961004,1.692195177,1,4,24,6
15,VN120030,3,-0.227051005,1.896729589,1,4,22,6
15,VN120030,4,0.179833993,2.596603394,1,4,23,6
15,VN120030,5,0.232252002,2.686766386,1,4,24,6
15,VN120032,3,-2.49078989,-1.997077107,1,4,22,6
15,VN120032,4,0.896300972,3.828982353,1,4,23,6
16,VN120033,3,-1.028049946,0.51894927,1,4,22,6
16,VN120033,4,0.114729002,2.48461771,1,4,23,6
16,VN120033,5,-0.48723501,1.449192882,1,4,24,6
5,VN120034,3,-0.159770995,2.012456417,1,4,22,6
5,VN120034,4,-0.523293018,1.387170315,1,4,23,6
5,VN120034,5,-0.489111006,1.445966125,1,4,24,6
15,VN120035,3,0.247243002,2.712552071,1,4,22,6
15,VN120035,4,0.280326009,2.769457579,1,4,23,6
15,VN120035,5,-0.909134984,0.723492205,1,4,24,6
16,VN120036,3,-0.521866977,1.389623284,1,4,22,6
16,VN120036,4,0.098933101,2.457447529,1,4,23,6
16,VN120036,5,0.151365995,2.547636271,1,4,24,6
3,VN120037,3,-1.639000058,-0.531932414,1,4,22,6
3,VN120037,4,-0.404184997,1.592045426,1,4,23,6
3,VN120037,5,-0.357650995,1.67208755,1,4,24,6
4,VN120039,3,-1.604249954,-0.472159505,1,4,22,6
4,VN120039,4,-0.106748998,2.103658438,1,4,23,6
4,VN120039,5,0.367040992,2.918613911,1,4,24,6
15,VN120043,3,-0.661297977,1.149791121,1,4,22,6
15,VN120043,4,-0.66248101,1.147756219,1,4,23,6
15,VN120043,5,-0.536984026,1.363620758,1,4,24,6
4,VN120045,3,-2.4223001,-1.879269242,1,4,22,6
4,VN120045,4,-0.799575984,0.911942184,1,4,23,6
4,VN120045,5,-0.467862993,1.482514262,1,4,24,6
3,VN120046,3,-1.77263999,-0.761803448,1,4,22,6
3,VN120046,4,-0.615068018,1.229310274,1,4,23,6
3,VN120046,5,-0.611926973,1.234713078,1,4,24,6
15,VN120048,3,-0.300659001,1.770118117,1,4,22,6
15,VN120048,5,-1.158689976,0.29423824,1,4,24,6
8,VN120049,3,-1.906679988,-0.992362678,1,4,22,6
8,VN120049,4,-0.579720974,1.290109873,1,4,23,6
8,VN120049,5,-0.531459987,1.373122573,1,4,24,6
16,VN120050,3,-2.309520006,-1.685278773,1,4,22,6
16,VN120050,4,0.063224703,2.396026373,1,4,23,6
16,VN120050,5,-0.451516986,1.510630727,1,4,24,6
4,VN120053,3,-0.718751013,1.050967455,1,4,22,6
4,VN120053,4,1.081539989,4.147607803,1,4,23,6
4,VN120053,5,0.31705001,2.832625628,1,4,24,6
6,VN120054,3,-1.184849977,0.249241009,1,4,22,6
6,VN120054,4,-0.255708992,1.847435713,1,4,23,6
6,VN120054,5,0.72637099,3.53668952,1,4,24,6
6,VN120055,3,-1.909839988,-0.997798085,1,4,22,6
6,VN120055,4,-0.061053801,2.182257652,1,4,23,6
6,VN120055,5,0.276414007,2.762728453,1,4,24,6
5,VN120059,3,-0.669856012,1.135070682,1,4,22,6
5,VN120059,4,0.476727009,3.1072824,1,4,23,6
5,VN120059,5,1.486299992,4.843826294,1,4,24,6
15,VN120060,3,-0.248772994,1.859366059,1,4,22,6
15,VN120060,4,0.295237988,2.795107365,1,4,23,6
15,VN120060,5,1.390959978,4.679834366,1,4,24,6
15,VN120061,3,0.203526005,2.637355566,1,4,22,6
15,VN120061,4,1.051040053,4.095145702,1,4,23,6
15,VN120061,5,0.846747994,3.743747234,1,4,24,6
6,VN120062,3,-1.498299956,-0.28991729,1,4,22,6
6,VN120062,4,-0.0130476,2.26483202,1,4,23,6
6,VN120062,5,0.023102701,2.327013493,1,4,24,6
16,VN120063,3,-1.474439979,-0.248876274,1,4,22,6
16,VN120063,4,0.952112019,3.924981594,1,4,23,6
16,VN120063,5,0.505563021,3.156882524,1,4,24,6
3,VN120066,3,-0.570110023,1.306641459,1,4,22,6
3,VN120066,4,1.612130046,5.060263634,1,4,23,6
3,VN120066,5,0.69243598,3.478318691,1,4,24,6
3,VN120067,3,0.599299014,3.318115711,1,4,22,6
3,VN120067,4,1.438850045,4.762208939,1,4,23,6
8,VN120069,3,-0.827874005,0.863267422,1,4,22,6
8,VN120069,4,0.1162,2.487148046,1,4,23,6
8,VN120069,5,-0.086702198,2.13814044,1,4,24,6
7,VN120070,3,-1.463449955,-0.229972586,1,4,22,6
7,VN120070,4,0.859543979,3.765757322,1,4,23,6
7,VN120070,5,-0.237037003,1.87955296,1,4,24,6
3,VN120072,3,0.627469003,3.366570473,1,4,22,6
3,VN120072,4,1.090710044,4.1633811,1,4,23,6
3,VN120072,5,0.223259002,2.671297789,1,4,24,6
3,VN120076,3,-0.796833992,0.91665864,1,4,22,6
3,VN120076,4,0.662074029,3.426093817,1,4,23,6
3,VN120076,5,-0.47617501,1.468217015,1,4,24,6
15,VN120077,3,-0.641160011,1.184430003,1,4,22,6
15,VN120077,4,0.563063979,3.255788803,1,4,23,6
15,VN120077,5,0.507896006,3.160895586,1,4,24,6
15,VN120078,3,0.388751,2.955956936,1,4,22,6
15,VN120078,4,1.145560026,4.257727146,1,4,23,6
15,VN120078,5,0.53133899,3.20121932,1,4,24,6
17,VN120081,3,-2.198810101,-1.494849086,1,4,22,6
17,VN120081,4,-0.345625013,1.692773104,1,4,23,6
17,VN120081,5,-0.0557511,2.191378832,1,4,24,6
4,VN120083,3,1.066159964,4.121152878,1,4,22,6
15,VN120084,3,0.096462399,2.453197718,1,4,22,6
15,VN120084,4,0.639154017,3.386669636,1,4,23,6
15,VN120084,5,0.381888986,2.944153786,1,4,24,6
3,VN120085,3,-1.82664001,-0.854687691,1,4,22,6
3,VN120085,4,-0.228881001,1.893581867,1,4,23,6
3,VN120085,5,0.282283992,2.77282548,1,4,24,6
15,VN120086,3,0.656125009,3.415860891,1,4,22,6
15,VN120086,4,1.563650012,4.976874352,1,4,23,6
15,VN120086,5,1.355029941,4.618031502,1,4,24,6
3,VN120087,3,-1.195909977,0.23021695,1,4,22,6
3,VN120087,4,0.325226009,2.846688986,1,4,23,6
3,VN120087,5,0.80062598,3.664413929,1,4,24,6
15,VN120088,3,0.089610398,2.441411734,1,4,22,6
15,VN120088,4,1.011860013,4.027752876,1,4,23,6
15,VN120088,5,-0.209305003,1.927254081,1,4,24,6
4,VN120090,3,-2.035419941,-1.213805437,1,4,22,6
4,VN120090,4,-0.515052021,1.401345491,1,4,23,6
4,VN120090,5,-0.504786015,1.419003844,1,4,24,6
15,VN120092,3,-0.453824997,1.5066607,1,4,22,6
15,VN120092,4,-1.385290027,-0.095531441,1,4,23,6
15,VN120092,5,0.101373002,2.461644411,1,4,24,6
6,VN120093,3,-2.369750023,-1.788879037,1,4,22,6
6,VN120093,4,-1.323410034,0.010906953,1,4,23,6
6,VN120093,5,-0.369325012,1.652007341,1,4,24,6
16,VN120094,3,-2.06911993,-1.271772027,1,4,22,6
16,VN120094,4,-1.550770044,-0.380169928,1,4,23,6
16,VN120094,5,-0.520416021,1.39211905,1,4,24,6
3,VN120095,3,-2.055949926,-1.249118567,1,4,22,6
3,VN120095,4,-0.220127001,1.908639431,1,4,23,6
3,VN120095,5,-0.207216993,1.930845618,1,4,24,6
3,VN120096,3,-1.644410014,-0.54123795,1,4,22,6
3,VN120096,4,-0.490779996,1.443095326,1,4,23,6
3,VN120096,5,-0.347478986,1.689584136,1,4,24,6
3,VN120097,3,-2.643270016,-2.25935483,1,4,22,6
3,VN120097,4,-1.281720042,0.082616977,1,4,23,6
3,VN120097,5,-0.147937998,2.032810211,1,4,24,6
5,VN120098,3,-0.060823001,2.182654619,1,4,22,6
5,VN120098,4,0.730660975,3.544068575,1,4,23,6
6,VN120099,3,-2.643429995,-2.259629965,1,4,22,6
6,VN120099,4,-0.936206996,0.676926255,1,4,23,6
6,VN120099,5,-0.541517973,1.355821967,1,4,24,6
15,VN120100,3,-0.919476986,0.705703139,1,4,22,6
15,VN120100,4,-0.490123987,1.444223642,1,4,23,6
15,VN120100,5,-0.084500402,2.141927719,1,4,24,6
15,VN120115,3,-0.680950999,1.115986347,1,4,22,6
15,VN120115,4,1.217440009,4.381366253,1,4,23,6
15,VN120115,5,1.155670047,4.275117397,1,4,24,6
4,VN120121,3,0.114318997,2.483912468,1,4,22,6
4,VN120121,4,1.597990036,5.035942078,1,4,23,6
5,VN120124,3,-2.12312007,-1.364656448,1,4,22,6
5,VN120124,4,-0.88233602,0.76958853,1,4,23,6
5,VN120124,5,-0.977401018,0.606069326,1,4,24,6
10,VN120126,3,-1.807850003,-0.82236743,1,4,22,6
10,VN120126,4,-1.196169972,0.229769737,1,4,23,6
10,VN120126,5,-0.54509902,1.349662304,1,4,24,6
7,VN120134,3,1.314299941,4.547973156,1,4,22,6
7,VN120134,4,1.181730032,4.319942474,1,4,23,6
15,VN120135,3,0.160246998,2.562912226,1,4,22,6
15,VN120135,4,1.276340008,4.48267889,1,4,23,6
15,VN120135,5,0.955660999,3.931086063,1,4,24,6
3,VN120139,3,0.650883019,3.406844378,1,4,22,6
3,VN120139,4,2.522850037,6.626772881,1,4,23,6
3,VN120139,5,0.794342995,3.653606653,1,4,24,6
3,VN120140,3,0.951601028,3.924102545,1,4,22,6
4,VN120141,3,-1.595530033,-0.457160562,1,4,22,6
4,VN120141,4,-0.347267985,1.689947128,1,4,23,6
4,VN120141,5,0.879293978,3.79972887,1,4,24,6
16,VN120146,3,-1.699120045,-0.635343432,1,4,22,6
16,VN120146,4,-1.082900047,0.424602807,1,4,23,6
5,VN120148,3,-1.668429971,-0.582554102,1,4,22,6
5,VN120148,4,0.589496017,3.301253796,1,4,23,6
5,VN120148,5,-0.346679986,1.6909585,1,4,24,6
3,VN130005,3,-1.294029951,0.061442979,1,4,22,6
3,VN130005,4,0.790669978,3.647288799,1,4,23,6
3,VN130005,5,0.342473,2.876355171,1,4,24,6
4,VN130006,3,0.220328003,2.666256189,1,4,22,6
4,VN130006,4,0.89053601,3.819066048,1,4,23,6
6,VN130007,3,-1.247359991,0.141718939,1,4,22,6
6,VN130007,4,-1.000210047,0.566836059,1,4,23,6
6,VN130007,5,0.359685004,2.905961037,1,4,24,6
15,VN130012,3,0.843631029,3.738385916,1,4,22,6
15,VN130012,4,0.841428995,3.73459816,1,4,23,6
15,VN130012,5,1.760349989,5.31521368,1,4,24,6
5,VN130014,3,0.811159015,3.682531595,1,4,22,6
5,VN130014,4,0.863050997,3.771789789,1,4,23,6
3,VN130015,3,0.305047005,2.811979532,1,4,22,6
3,VN130015,4,0.753724992,3.583740473,1,4,23,6
15,VN130019,3,-0.117068999,2.085907221,1,4,22,6
15,VN130019,4,0.364279002,2.913863182,1,4,23,6
15,VN130019,5,0.596147001,3.312694073,1,4,24,6
4,VN130020,3,1.531880021,4.922227383,1,4,22,6
4,VN130020,4,0.743920028,3.566875219,1,4,23,6
3,VN130021,3,-0.0616492,2.181233644,1,4,22,6
3,VN130021,4,0.567436993,3.263310671,1,4,23,6
4,VN130022,3,0.547514975,3.229043245,1,4,22,6
4,VN130022,4,0.851557016,3.752019167,1,4,23,6
4,VN130023,3,1.114660025,4.204576969,1,4,22,6
4,VN130023,4,0.824855983,3.706091404,1,4,23,6
3,VN130024,3,1.785459995,5.358404636,1,4,22,6
3,VN130024,4,0.901050985,3.837152719,1,4,23,6
3,VN130025,3,-2.136110067,-1.387000203,1,4,22,6
3,VN130025,4,0.628259003,3.36792922,1,4,23,6
3,VN130025,5,0.319177985,2.83628583,1,4,24,6
3,VN130026,3,0.677555025,3.452722311,1,4,22,6
