childid,country,round,yc,math,group
IN130035,2,4,1,544.062561,11
IN130036,2,4,1,372.7265015,11
IN130037,2,4,1,309.2980042,11
IN130038,2,4,1,360.0219421,11
IN130039,2,4,1,356.5079346,11
IN130040,2,4,1,342.3201904,11
IN130041,2,4,1,456.3620911,11
IN130042,2,4,1,396.8169556,11
IN130043,2,4,1,577.8199463,11
IN130044,2,4,1,555.5038452,11
IN130045,2,4,1,581.1174927,11
IN130046,2,4,1,488.2886658,11
IN130047,2,4,1,459.6578674,11
IN130048,2,4,1,433.4324951,11
IN130050,2,4,1,412.4465027,11
IN130051,2,4,1,336.9291992,11
IN130052,2,4,1,321.2860413,11
IN130053,2,4,1,414.693573,11
IN130054,2,4,1,470.9662781,11
IN130055,2,4,1,462.3057251,11
IN130056,2,4,1,459.1649475,11
IN130057,2,4,1,309.7577515,11
IN130058,2,4,1,428.2257996,11
IN130060,2,4,1,651.7907715,11
IN130061,2,4,1,494.8672485,11
IN130062,2,4,1,368.5311279,11
IN130063,2,4,1,649.96698,11
IN130064,2,4,1,516.5158691,11
IN130065,2,4,1,509.0153809,11
IN130066,2,4,1,507.6749573,11
IN130067,2,4,1,359.4313965,11
IN130068,2,4,1,517.0447998,11
IN130069,2,4,1,543.68927,11
IN130070,2,4,1,528.5776978,11
IN130071,2,4,1,530.4082642,11
IN130072,2,4,1,464.1976013,11
IN130073,2,4,1,438.3551941,11
IN130074,2,4,1,509.0680847,11
IN130075,2,4,1,519.532959,11
IN130076,2,4,1,597.6465454,11
IN130077,2,4,1,524.2158203,11
IN130078,2,4,1,444.7683411,11
IN130079,2,4,1,496.6443787,11
IN130080,2,4,1,603.5316772,11
IN130081,2,4,1,313.7045288,11
IN130082,2,4,1,360.1400146,11
IN130083,2,4,1,273.5771179,11
IN130084,2,4,1,373.3537292,11
IN130085,2,4,1,508.5270691,11
IN130086,2,4,1,441.3118896,11
IN130087,2,4,1,512.1525269,11
IN130088,2,4,1,471.423584,11
IN130089,2,4,1,512.2247314,11
IN130090,2,4,1,448.5037231,11
IN130091,2,4,1,540.1877441,11
IN130092,2,4,1,447.5904236,11
IN130093,2,4,1,391.9151306,11
IN130094,2,4,1,383.2726135,11
IN130095,2,4,1,582.7769165,11
IN130096,2,4,1,532.7210693,11
IN130097,2,4,1,314.8227234,11
IN130098,2,4,1,391.9294128,11
IN130100,2,4,1,476.7734985,11
IN130101,2,4,1,582.5531616,11
IN140001,2,4,1,520.7634888,11
IN140002,2,4,1,493.1539001,11
IN140004,2,4,1,551.7200928,11
IN140005,2,4,1,495.8431702,11
IN140006,2,4,1,398.392334,11
IN140007,2,4,1,433.0761719,11
IN140008,2,4,1,528.0376587,11
IN140009,2,4,1,510.7373657,11
IN140010,2,4,1,477.3285217,11
IN140011,2,4,1,468.0679932,11
IN140012,2,4,1,518.151123,11
IN140013,2,4,1,407.9486389,11
IN140014,2,4,1,503.0343323,11
IN140016,2,4,1,631.2507324,11
IN140017,2,4,1,338.8408203,11
IN140018,2,4,1,389.2900696,11
IN140020,2,4,1,537.6469727,11
IN140021,2,4,1,416.7636108,11
IN140022,2,4,1,485.5783691,11
IN140023,2,4,1,375.7160645,11
IN140024,2,4,1,414.9295349,11
IN140025,2,4,1,493.0257874,11
IN140026,2,4,1,339.545105,11
IN140027,2,4,1,438.9685364,11
IN140028,2,4,1,484.4940796,11
IN140029,2,4,1,385.6508484,11
IN140030,2,4,1,611.1526489,11
IN140031,2,4,1,485.308136,11
IN140032,2,4,1,496.6567078,11
IN140033,2,4,1,545.1370239,11
IN140034,2,4,1,410.2661438,11
IN140035,2,4,1,355.3018799,11
IN140036,2,4,1,365.0508728,11
IN140037,2,4,1,515.0200806,11
IN140038,2,4,1,607.0606689,11
IN140040,2,4,1,489.3174438,11
IN140041,2,4,1,417.0346375,11
IN140042,2,4,1,450.0183716,11
IN140043,2,4,1,385.3843079,11
IN140044,2,4,1,368.7217712,11
IN140045,2,4,1,535.2748413,11
IN140046,2,4,1,534.9445801,11
IN140047,2,4,1,530.928772,11
IN140048,2,4,1,598.0971069,11
IN140049,2,4,1,482.303009,11
IN140050,2,4,1,340.4747925,11
IN140051,2,4,1,478.9125061,11
IN140052,2,4,1,440.7297668,11
IN140053,2,4,1,524.588501,11
IN140054,2,4,1,448.3753357,11
IN140055,2,4,1,580.3972778,11
IN140056,2,4,1,615.2522583,11
IN140057,2,4,1,414.8015442,11
IN140058,2,4,1,463.9126282,11
IN140059,2,4,1,550.0518188,11
IN140060,2,4,1,525.4454956,11
IN140061,2,4,1,559.2045288,11
IN140062,2,4,1,605.3375854,11
IN140063,2,4,1,496.3485107,11
IN140064,2,4,1,513.937439,11
IN140065,2,4,1,594.5544434,11
IN140066,2,4,1,564.8609619,11
IN140067,2,4,1,583.5905762,11
IN140068,2,4,1,406.4143982,11
IN140069,2,4,1,638.2094727,11
IN140070,2,4,1,514.4445801,11
IN140071,2,4,1,445.219574,11
IN140072,2,4,1,436.9956665,11
IN140073,2,4,1,634.206665,11
IN140074,2,4,1,639.3149414,11
IN140075,2,4,1,544.0189819,11
IN140076,2,4,1,522.8692017,11
IN140078,2,4,1,483.9055176,11
IN140079,2,4,1,564.7729492,11
IN140080,2,4,1,617.9407349,11
IN140081,2,4,1,527.5037842,11
IN140082,2,4,1,393.7559509,11
IN140083,2,4,1,577.8150024,11
IN140084,2,4,1,607.0428467,11
IN140085,2,4,1,529.7915039,11
IN140086,2,4,1,687.1791992,11
IN140087,2,4,1,543.8583984,11
IN140088,2,4,1,527.9525757,11
IN140089,2,4,1,518.2665405,11
IN140090,2,4,1,487.8846741,11
IN140091,2,4,1,431.6782837,11
IN140092,2,4,1,567.1763916,11
IN140093,2,4,1,565.059021,11
IN140094,2,4,1,475.3535156,11
IN140095,2,4,1,421.2478333,11
IN140096,2,4,1,486.4606934,11
IN140097,2,4,1,461.0907898,11
IN140098,2,4,1,485.2377014,11
IN140099,2,4,1,504.6997681,11
IN140100,2,4,1,510.0125732,11
IN150001,2,4,1,442.2451782,11
IN150002,2,4,1,477.9608154,11
IN150003,2,4,1,505.3188477,11
IN150004,2,4,1,523.7996216,11
IN150005,2,4,1,474.5095215,11
IN150006,2,4,1,271.5687256,11
IN150007,2,4,1,491.1351929,11
IN150008,2,4,1,503.9474792,11
IN150009,2,4,1,428.5343933,11
IN150011,2,4,1,485.4633789,11
IN150012,2,4,1,389.267395,11
IN150013,2,4,1,534.8844604,11
IN150014,2,4,1,519.9362793,11
IN150015,2,4,1,459.3559875,11
IN150016,2,4,1,510.0391846,11
IN150017,2,4,1,431.6179199,11
IN150018,2,4,1,552.100647,11
IN150019,2,4,1,488.683197,11
IN150020,2,4,1,543.0266113,11
IN150021,2,4,1,618.2145386,11
IN150022,2,4,1,458.8712769,11
IN150023,2,4,1,537.6040649,11
IN150024,2,4,1,463.91745,11
IN150025,2,4,1,392.749176,11
IN150026,2,4,1,395.9884949,11
IN150027,2,4,1,487.9739685,11
IN150028,2,4,1,213.5948944,11
IN150029,2,4,1,454.9536743,11
IN150030,2,4,1,514.2120361,11
IN150031,2,4,1,469.5990601,11
IN150032,2,4,1,499.8453369,11
IN150033,2,4,1,421.7173767,11
IN150034,2,4,1,512.8223267,11
IN150035,2,4,1,390.9158936,11
IN150036,2,4,1,497.6704712,11
IN150037,2,4,1,482.0547791,11
IN150038,2,4,1,511.2038574,11
IN150039,2,4,1,492.1448669,11
IN150040,2,4,1,520.8248291,11
IN150041,2,4,1,515.2080688,11
IN150042,2,4,1,458.9879456,11
IN150043,2,4,1,498.4162598,11
IN150044,2,4,1,382.8883667,11
IN150045,2,4,1,486.6921082,11
IN150046,2,4,1,507.928772,11
IN150047,2,4,1,375.2607422,11
IN150048,2,4,1,502.8153992,11
IN150049,2,4,1,361.9571228,11
IN150050,2,4,1,447.730011,11
IN150052,2,4,1,451.0417786,11
IN150053,2,4,1,450.5772095,11
IN150054,2,4,1,598.53125,11
IN150055,2,4,1,342.1164246,11
IN150056,2,4,1,463.6519775,11
IN150058,2,4,1,581.2418823,11
IN150059,2,4,1,540.4315796,11
IN150060,2,4,1,492.6391296,11
IN150062,2,4,1,444.2891235,11
IN150063,2,4,1,497.2351685,11
IN150064,2,4,1,546.5426636,11
IN150065,2,4,1,481.6329956,11
IN150066,2,4,1,517.1098633,11
IN150067,2,4,1,308.9172058,11
IN150068,2,4,1,530.1334229,11
IN150069,2,4,1,555.59552,11
IN150070,2,4,1,411.4943848,11
IN150071,2,4,1,453.5862427,11
IN150072,2,4,1,513.0180664,11
IN150073,2,4,1,274.3527222,11
IN150075,2,4,1,500.3001404,11
IN150076,2,4,1,316.6502686,11
IN150077,2,4,1,499.6658936,11
IN150078,2,4,1,491.8052063,11
IN150079,2,4,1,366.5369873,11
IN150080,2,4,1,433.9725037,11
IN150081,2,4,1,540.6572876,11
IN150082,2,4,1,436.2298889,11
IN150083,2,4,1,465.191925,11
IN150084,2,4,1,536.3961792,11
IN150085,2,4,1,483.8427124,11
IN150086,2,4,1,658.6870728,11
IN150087,2,4,1,395.1494751,11
IN150088,2,4,1,350.3422241,11
IN150089,2,4,1,396.6036377,11
IN150090,2,4,1,507.5614624,11
IN150091,2,4,1,481.0046082,11
IN150092,2,4,1,471.3215637,11
IN150093,2,4,1,429.7310181,11
IN150094,2,4,1,521.3865967,11
IN150095,2,4,1,458.4372559,11
IN150096,2,4,1,479.0102844,11
IN150097,2,4,1,239.6303253,11
IN150098,2,4,1,369.8351135,11
IN150099,2,4,1,560.2096558,11
IN150100,2,4,1,300.1576233,11
IN160001,2,4,1,342.9467773,11
IN160002,2,4,1,236.9634705,11
IN160003,2,4,1,307.3927307,11
IN160004,2,4,1,400.4944763,11
IN160005,2,4,1,518.5430298,11
IN160006,2,4,1,529.9825439,11
IN160007,2,4,1,385.0046692,11
IN160008,2,4,1,425.2864075,11
IN160009,2,4,1,287.0692444,11
IN160010,2,4,1,381.6554565,11
IN160011,2,4,1,465.6148987,11
IN160012,2,4,1,462.6700439,11
IN160013,2,4,1,516.3463745,11
IN160016,2,4,1,530.8389893,11
IN160017,2,4,1,416.7489624,11
IN160018,2,4,1,445.8742981,11
IN160019,2,4,1,399.2807922,11
IN160020,2,4,1,489.9901428,11
IN160021,2,4,1,489.8711853,11
IN160022,2,4,1,388.8971863,11
IN160023,2,4,1,273.9846802,11
IN160024,2,4,1,374.999939,11
IN160025,2,4,1,532.8862305,11
IN160026,2,4,1,374.7610168,11
IN160027,2,4,1,583.0209351,11
IN160028,2,4,1,411.6286011,11
IN160029,2,4,1,489.7337646,11
IN160030,2,4,1,461.472168,11
IN160031,2,4,1,350.4758301,11
IN160032,2,4,1,457.7591858,11
IN160033,2,4,1,550.6340942,11
IN160034,2,4,1,519.2160645,11
IN160035,2,4,1,408.7936401,11
IN160036,2,4,1,430.3294678,11
IN160037,2,4,1,410.3731384,11
IN160040,2,4,1,511.0058289,11
IN160041,2,4,1,488.3439331,11
IN160042,2,4,1,373.4725342,11
IN160043,2,4,1,362.7536011,11
IN160044,2,4,1,450.4136658,11
IN160045,2,4,1,375.0646362,11
IN160046,2,4,1,501.0301208,11
IN160047,2,4,1,445.736145,11
IN160048,2,4,1,385.8853149,11
IN160049,2,4,1,529.7856445,11
IN160050,2,4,1,231.7966309,11
IN160051,2,4,1,502.3103333,11
IN160052,2,4,1,465.8058777,11
IN160053,2,4,1,467.2397461,11
IN160054,2,4,1,420.1509094,11
IN160055,2,4,1,505.0196838,11
IN160056,2,4,1,447.6063538,11
IN160058,2,4,1,307.4296875,11
IN160059,2,4,1,263.4573975,11
IN160060,2,4,1,323.0588379,11
IN160061,2,4,1,346.7078857,11
IN160063,2,4,1,423.5531006,11
IN160064,2,4,1,330.5601196,11
IN160065,2,4,1,441.2413635,11
IN160066,2,4,1,459.8687439,11
IN160067,2,4,1,290.546051,11
IN160068,2,4,1,501.8135071,11
IN160069,2,4,1,429.309845,11
IN160070,2,4,1,354.3534546,11
IN160071,2,4,1,415.4664917,11
IN160072,2,4,1,437.5345154,11
IN160073,2,4,1,367.8045654,11
IN160074,2,4,1,392.1503601,11
IN160075,2,4,1,298.4090271,11
IN160076,2,4,1,367.8370361,11
IN160077,2,4,1,359.0568542,11
IN160078,2,4,1,295.9154053,11
IN160079,2,4,1,367.4235229,11
IN160080,2,4,1,495.5918884,11
IN160081,2,4,1,568.1695557,11
IN160082,2,4,1,497.2122498,11
IN160083,2,4,1,458.8470764,11
IN160084,2,4,1,419.3367004,11
IN160086,2,4,1,478.4290771,11
IN160087,2,4,1,476.6373901,11
IN160088,2,4,1,469.5233154,11
IN160089,2,4,1,582.7963867,11
IN160090,2,4,1,458.9409485,11
IN160091,2,4,1,334.5247192,11
IN160092,2,4,1,547.0350342,11
IN160093,2,4,1,400.3891602,11
IN160094,2,4,1,326.4248657,11
IN160095,2,4,1,553.0717163,11
IN160096,2,4,1,355.5747986,11
IN160097,2,4,1,532.3904419,11
IN160098,2,4,1,406.8320007,11
IN160099,2,4,1,485.9795532,11
IN160100,2,4,1,563.0308228,11
IN170001,2,4,1,266.6158447,11
IN170002,2,4,1,382.6567078,11
IN170003,2,4,1,510.6452637,11
IN170004,2,4,1,405.8649597,11
IN170005,2,4,1,542.0145264,11
IN170006,2,4,1,457.3392944,11
IN170007,2,4,1,297.0692444,11
IN170008,2,4,1,380.578125,11
IN170009,2,4,1,459.9987183,11
IN170010,2,4,1,474.5516968,11
IN170011,2,4,1,433.3355713,11
IN170012,2,4,1,177.9453278,11
IN170013,2,4,1,394.0819702,11
IN170015,2,4,1,348.0354309,11
IN170016,2,4,1,300.0939636,11
IN170017,2,4,1,454.3036499,11
IN170018,2,4,1,460.2358093,11
IN170019,2,4,1,501.9319458,11
IN170020,2,4,1,330.0010376,11
IN170021,2,4,1,461.4625854,11
IN170022,2,4,1,450.5691833,11
IN170023,2,4,1,381.8292847,11
IN170024,2,4,1,469.8432007,11
IN170025,2,4,1,352.040802,11
IN170026,2,4,1,342.8627319,11
IN170027,2,4,1,479.7730103,11
IN170028,2,4,1,478.1204529,11
IN170029,2,4,1,373.0429688,11
IN170030,2,4,1,432.0044556,11
IN170031,2,4,1,355.109436,11
IN170032,2,4,1,476.9914551,11
IN170033,2,4,1,385.0279541,11
IN170034,2,4,1,400.005188,11
IN170035,2,4,1,432.7347107,11
IN170036,2,4,1,482.8829041,11
IN170037,2,4,1,474.1696167,11
IN170039,2,4,1,221.3738098,11
IN170040,2,4,1,492.9542236,11
IN170041,2,4,1,554.2528076,11
IN170042,2,4,1,516.6207275,11
IN170043,2,4,1,438.1217651,11
IN170044,2,4,1,514.4710693,11
IN170045,2,4,1,402.0510254,11
IN170046,2,4,1,464.1877747,11
IN170048,2,4,1,437.5754089,11
IN170049,2,4,1,373.4819641,11
IN170050,2,4,1,389.4297791,11
IN170051,2,4,1,372.7876282,11
IN170052,2,4,1,319.4431763,11
IN170053,2,4,1,469.1443176,11
IN170055,2,4,1,374.646637,11
IN170056,2,4,1,210.8248901,11
IN170057,2,4,1,282.2258911,11
IN170058,2,4,1,307.3672791,11
IN170059,2,4,1,246.6005249,11
IN170060,2,4,1,492.7061157,11
IN170061,2,4,1,424.2752075,11
IN170063,2,4,1,320.529541,11
IN170064,2,4,1,308.8076782,11
IN170065,2,4,1,323.7096252,11
IN170066,2,4,1,261.5088501,11
IN170067,2,4,1,455.651947,11
IN170068,2,4,1,496.8622742,11
IN170069,2,4,1,388.2610168,11
IN170070,2,4,1,540.732666,11
IN170071,2,4,1,250.5523987,11
IN170072,2,4,1,461.0353699,11
IN170073,2,4,1,450.2753601,11
IN170074,2,4,1,477.2714233,11
IN170075,2,4,1,491.960083,11
IN170076,2,4,1,331.3140869,11
IN170077,2,4,1,460.5338745,11
IN170078,2,4,1,304.831604,11
IN170080,2,4,1,445.5803833,11
IN170081,2,4,1,388.0400696,11
IN170082,2,4,1,482.3691101,11
IN170083,2,4,1,453.5133972,11
IN170084,2,4,1,306.7687073,11
IN170086,2,4,1,240.3129578,11
IN170087,2,4,1,460.7566833,11
IN170088,2,4,1,189.1590576,11
IN170089,2,4,1,374.6885376,11
IN170091,2,4,1,374.3829041,11
IN170092,2,4,1,447.65271,11
IN170093,2,4,1,405.1660461,11
IN170094,2,4,1,442.3098755,11
IN170095,2,4,1,178.2471771,11
IN170096,2,4,1,470.1920776,11
IN170097,2,4,1,362.157959,11
IN170098,2,4,1,557.4990234,11
IN170099,2,4,1,607.6235962,11
IN170100,2,4,1,504.3736267,11
IN180001,2,4,1,501.9901428,11
IN180002,2,4,1,348.3337097,11
IN180003,2,4,1,297.6894836,11
IN180004,2,4,1,435.9389954,11
IN180005,2,4,1,191.6488495,11
IN180007,2,4,1,325.2328186,11
IN180008,2,4,1,426.3801575,11
IN180009,2,4,1,271.7138977,11
IN180010,2,4,1,307.9136353,11
IN180011,2,4,1,542.9926147,11
IN180012,2,4,1,483.2290039,11
IN180013,2,4,1,429.54953,11
IN180014,2,4,1,411.5831299,11
IN180015,2,4,1,306.1930542,11
IN180016,2,4,1,456.484375,11
IN180017,2,4,1,547.7507935,11
IN180018,2,4,1,567.0726318,11
IN180020,2,4,1,366.3327026,11
IN180023,2,4,1,244.0826874,11
IN180024,2,4,1,440.3059082,11
IN180025,2,4,1,447.227356,11
IN180027,2,4,1,544.4257202,11
IN180028,2,4,1,259.4724121,11
IN180030,2,4,1,274.4354858,11
IN180031,2,4,1,493.6048889,11
IN180032,2,4,1,383.5059204,11
IN180034,2,4,1,278.1963196,11
IN180035,2,4,1,447.5812683,11
IN180036,2,4,1,401.949646,11
IN180038,2,4,1,293.574585,11
IN180040,2,4,1,417.0190735,11
IN180041,2,4,1,371.8202209,11
IN180043,2,4,1,448.3831177,11
IN180044,2,4,1,486.4478455,11
IN180045,2,4,1,582.0446167,11
IN180046,2,4,1,394.8871155,11
IN180047,2,4,1,321.2796631,11
IN180048,2,4,1,388.0311584,11
IN180049,2,4,1,417.8503418,11
IN180050,2,4,1,358.6057434,11
IN180051,2,4,1,349.2417603,11
IN180052,2,4,1,471.1117249,11
IN180053,2,4,1,311.1917725,11
IN180054,2,4,1,325.8530273,11
IN180055,2,4,1,318.1199646,11
IN180056,2,4,1,303.5631409,11
IN180057,2,4,1,487.3906555,11
IN180058,2,4,1,470.9052124,11
IN180059,2,4,1,453.1036987,11
IN180060,2,4,1,500.6099854,11
IN180062,2,4,1,407.3662415,11
IN180063,2,4,1,314.5476074,11
IN180064,2,4,1,363.9879456,11
IN180065,2,4,1,360.657959,11
IN180067,2,4,1,355.9787598,11
IN180068,2,4,1,368.0192871,11
IN180069,2,4,1,474.3571777,11
IN180070,2,4,1,447.8707581,11
IN180071,2,4,1,387.8676147,11
IN180072,2,4,1,409.5821228,11
IN180073,2,4,1,378.2549133,11
IN180074,2,4,1,404.8586121,11
IN180075,2,4,1,500.2537842,11
IN180076,2,4,1,488.6103516,11
IN180077,2,4,1,360.4612122,11
IN180079,2,4,1,473.0917358,11
IN180080,2,4,1,511.0211182,11
IN180081,2,4,1,580.8451538,11
IN180082,2,4,1,455.657196,11
IN180084,2,4,1,541.8377686,11
IN180085,2,4,1,458.7040405,11
IN180086,2,4,1,464.1158447,11
IN180087,2,4,1,374.9925537,11
IN180088,2,4,1,387.6130371,11
IN180089,2,4,1,418.1726685,11
IN180090,2,4,1,406.956543,11
IN180091,2,4,1,508.2563171,11
IN180093,2,4,1,370.2248535,11
IN180094,2,4,1,422.7797852,11
IN180095,2,4,1,246.864151,11
IN180096,2,4,1,386.3501892,11
IN180097,2,4,1,329.681366,11
IN180098,2,4,1,641.4812622,11
IN180099,2,4,1,472.0922546,11
IN180100,2,4,1,462.1100769,11
IN190001,2,4,1,490.9595642,11
IN190002,2,4,1,346.5353088,11
IN190003,2,4,1,525.3417969,11
IN190004,2,4,1,453.6010132,11
IN190005,2,4,1,447.103302,11
IN190006,2,4,1,445.4025879,11
IN190007,2,4,1,506.9365234,11
IN190008,2,4,1,415.8425598,11
IN190009,2,4,1,468.0918579,11
IN190010,2,4,1,478.2359009,11
IN190011,2,4,1,349.2269897,11
IN190012,2,4,1,400.4403687,11
IN190013,2,4,1,338.822998,11
IN190014,2,4,1,360.1705627,11
IN190015,2,4,1,399.0792847,11
IN190016,2,4,1,374.4388123,11
IN190017,2,4,1,459.8609009,11
IN190018,2,4,1,485.2344055,11
IN190020,2,4,1,430.7044067,11
IN190021,2,4,1,392.3377075,11
IN190022,2,4,1,364.1333923,11
IN190023,2,4,1,404.4063721,11
IN190024,2,4,1,407.0722961,11
IN190025,2,4,1,343.3173828,11
IN190027,2,4,1,336.1255798,11
IN190029,2,4,1,547.5800781,11
IN190030,2,4,1,511.6253967,11
IN190031,2,4,1,661.4277954,11
IN190032,2,4,1,413.338501,11
IN190033,2,4,1,462.1592407,11
IN190034,2,4,1,492.4510498,11
IN190035,2,4,1,384.6276855,11
IN190036,2,4,1,462.9263611,11
IN190037,2,4,1,533.6442871,11
IN190038,2,4,1,547.529541,11
IN190039,2,4,1,321.652832,11
IN190040,2,4,1,455.1239319,11
IN190041,2,4,1,544.4009399,11
IN190042,2,4,1,352.8764954,11
IN190043,2,4,1,402.3528748,11
IN190044,2,4,1,413.1902466,11
IN190045,2,4,1,467.3554688,11
IN190046,2,4,1,439.1119385,11
IN190047,2,4,1,300.2799072,11
IN190049,2,4,1,490.4524231,11
IN190050,2,4,1,343.4269104,11
IN190051,2,4,1,516.9985962,11
IN190052,2,4,1,414.9145203,11
IN190054,2,4,1,478.0594177,11
IN190055,2,4,1,460.5140381,11
IN190056,2,4,1,398.3203735,11
IN190057,2,4,1,219.6392059,11
IN190058,2,4,1,375.1937561,11
IN190059,2,4,1,408.8624268,11
IN190060,2,4,1,454.3233948,11
IN190061,2,4,1,613.0489502,11
IN190062,2,4,1,375.4589233,11
IN190063,2,4,1,457.572876,11
IN190064,2,4,1,433.3628235,11
IN190065,2,4,1,333.7160034,11
IN190066,2,4,1,415.986084,11
IN190068,2,4,1,249.5195313,11
IN190069,2,4,1,381.7415466,11
IN190073,2,4,1,405.7540283,11
IN190074,2,4,1,253.2879944,11
IN190075,2,4,1,345.6321106,11
IN190076,2,4,1,458.1444397,11
IN190077,2,4,1,476.118866,11
IN190078,2,4,1,344.0700684,11
IN190079,2,4,1,400.7723694,11
IN190080,2,4,1,444.8130493,11
IN190081,2,4,1,441.4582214,11
IN190082,2,4,1,436.2449036,11
IN190083,2,4,1,500.6904602,11
IN190084,2,4,1,448.3415833,11
IN190085,2,4,1,419.8291931,11
IN190086,2,4,1,482.7266235,11
IN190087,2,4,1,534.1288452,11
IN190088,2,4,1,422.5457153,11
IN190089,2,4,1,368.6486816,11
IN190090,2,4,1,198.5872192,11
IN190091,2,4,1,490.5856628,11
IN190092,2,4,1,342.0527344,11
IN190093,2,4,1,464.6126709,11
IN190094,2,4,1,495.490509,11
IN190095,2,4,1,479.3843384,11
IN190096,2,4,1,440.2128296,11
IN190097,2,4,1,452.8981323,11
IN190099,2,4,1,397.2737732,11
IN190100,2,4,1,489.9844055,11
IN200001,2,4,1,492.4167786,11
IN200002,2,4,1,513.0865479,11
IN200003,2,4,1,470.3089294,11
IN200004,2,4,1,547.4052734,11
IN200005,2,4,1,441.1435242,11
IN200006,2,4,1,483.9998779,11
IN200007,2,4,1,426.1973877,11
IN200008,2,4,1,435.8316345,11
IN200009,2,4,1,282.4029236,11
IN200010,2,4,1,384.4633789,11
IN200011,2,4,1,481.7834473,11
IN200012,2,4,1,428.2542114,11
IN200013,2,4,1,313.2880554,11
IN200014,2,4,1,281.8501892,11
IN200015,2,4,1,417.2362366,11
IN200016,2,4,1,386.9739685,11
IN200017,2,4,1,552.7131958,11
IN200018,2,4,1,506.8076477,11
IN200019,2,4,1,445.0715942,11
IN200020,2,4,1,507.2803955,11
IN200021,2,4,1,425.0317078,11
IN200022,2,4,1,379.8518372,11
IN200023,2,4,1,381.6115112,11
IN200024,2,4,1,340.9969482,11
IN200025,2,4,1,542.0130005,11
IN200026,2,4,1,413.2843628,11
IN200027,2,4,1,375.9858093,11
IN200028,2,4,1,432.8875427,11
IN200029,2,4,1,543.2044067,11
IN200030,2,4,1,326.2236328,11
IN200031,2,4,1,472.8704529,11
IN200032,2,4,1,409.1534424,11
IN200033,2,4,1,386.0846252,11
IN200034,2,4,1,619.0067139,11
IN200035,2,4,1,396.8661194,11
IN200036,2,4,1,440.3997803,11
IN200038,2,4,1,411.0575256,11
IN200039,2,4,1,327.5838013,11
IN200040,2,4,1,355.3949585,11
IN200041,2,4,1,410.5513,11
IN200042,2,4,1,462.7507019,11
IN200043,2,4,1,537.2619629,11
IN200044,2,4,1,509.4365234,11
IN200045,2,4,1,434.5062256,11
IN200047,2,4,1,446.6248169,11
IN200048,2,4,1,421.9254761,11
IN200049,2,4,1,460.4127808,11
IN200050,2,4,1,541.2075806,11
IN200051,2,4,1,492.9703979,11
IN200053,2,4,1,354.1362915,11
IN200054,2,4,1,364.8363953,11
IN200056,2,4,1,478.5917358,11
IN200057,2,4,1,230.0352936,11
IN200058,2,4,1,576.1311035,11
IN200060,2,4,1,396.4068604,11
IN200061,2,4,1,467.3056946,11
IN200062,2,4,1,455.6862183,11
IN200063,2,4,1,450.8119202,11
IN200064,2,4,1,472.3138733,11
IN200065,2,4,1,456.1845703,11
IN200066,2,4,1,603.3648071,11
IN200067,2,4,1,462.7819824,11
IN200069,2,4,1,483.592926,11
IN200070,2,4,1,410.9515686,11
IN200071,2,4,1,380.0881958,11
IN200072,2,4,1,427.7150879,11
IN200074,2,4,1,474.3077087,11
IN200075,2,4,1,643.5494995,11
IN200076,2,4,1,420.6950989,11
IN200077,2,4,1,444.4867554,11
IN200078,2,4,1,492.8283997,11
IN200079,2,4,1,602.0479736,11
IN200080,2,4,1,472.0036011,11
IN200081,2,4,1,452.5353088,11
IN200082,2,4,1,563.4656372,11
IN200083,2,4,1,432.6748657,11
IN200084,2,4,1,409.6548462,11
IN200085,2,4,1,421.7968445,11
IN200086,2,4,1,293.8216553,11
IN200087,2,4,1,328.5669861,11
IN200088,2,4,1,480.8404846,11
IN200091,2,4,1,244.8964996,11
IN200093,2,4,1,244.4482117,11
IN200094,2,4,1,448.6863403,11
IN200096,2,4,1,234.1221619,11
IN200098,2,4,1,220.0059967,11
IN200099,2,4,1,391.1624451,11
IN200100,2,4,1,437.3786316,11
IN200101,2,4,1,455.3623657,11
IN200105,2,4,1,319.0827942,11
IN010001,2,5,1,609.7338867,12
IN010002,2,5,1,610.0764771,12
IN010003,2,5,1,466.2939148,12
IN010004,2,5,1,603.9633789,12
IN010005,2,5,1,585.2677612,12
IN010007,2,5,1,635.0968628,12
IN010008,2,5,1,596.1687012,12
IN010009,2,5,1,436.325531,12
IN010010,2,5,1,537.380249,12
IN010011,2,5,1,385.236969,12
IN010012,2,5,1,560.3740845,12
IN010013,2,5,1,434.4038391,12
IN010014,2,5,1,591.7200928,12
IN010015,2,5,1,500.2372131,12
IN010016,2,5,1,382.1061707,12
IN010017,2,5,1,507.8789673,12
IN010018,2,5,1,523.0984497,12
IN010019,2,5,1,694.9212036,12
IN010020,2,5,1,596.90979,12
IN010021,2,5,1,515.1362305,12
IN010023,2,5,1,616.6417236,12
IN010024,2,5,1,519.0253296,12
IN010025,2,5,1,573.1787109,12
IN010026,2,5,1,461.6082458,12
IN010027,2,5,1,493.0195618,12
IN010028,2,5,1,550.3027344,12
IN010029,2,5,1,535.3435669,12
IN010030,2,5,1,532.9017944,12
IN010031,2,5,1,630.8190308,12
IN010032,2,5,1,617.4300537,12
IN010033,2,5,1,449.3943176,12
IN010034,2,5,1,478.91745,12
IN010035,2,5,1,496.2519836,12
IN010036,2,5,1,467.5765381,12
IN010037,2,5,1,541.0690308,12
