childid,round,yc,theta_eap,read_score,country,group,language
IN030065,4,1,-0.139528006,0.090178587,2,11,4
IN030065,5,1,1.421640038,1.885255575,2,12,4
IN030066,4,1,1.22657001,1.66095829,2,11,4
IN030066,5,1,1.008180022,1.409847021,2,12,4
IN030067,4,1,0.631357014,0.976564884,2,11,4
IN030067,5,1,1.462560058,1.932306647,2,12,4
IN030068,4,1,1.499050021,1.974263906,2,11,4
IN030068,5,1,,,2,12,7
IN030069,4,1,0.139216006,0.410686672,2,11,4
IN030069,5,1,0.386386991,0.694891155,2,12,4
IN030070,4,1,-0.755546987,-0.618138194,2,11,4
IN030070,5,1,-0.562879026,-0.396602869,2,12,4
IN030071,4,1,0.432994008,0.748481274,2,11,4
IN030071,5,1,1.406010032,1.867283702,2,12,4
IN030072,4,1,-0.670563996,-0.52042222,2,11,4
IN030072,5,1,-1.170560002,-1.095332384,2,12,4
IN030073,4,1,0.920813978,1.309391022,2,11,4
IN030073,5,1,1.955199957,2.498758554,2,12,4
IN030074,4,1,0.900714993,1.286280632,2,11,4
IN030074,5,1,,,2,12,7
IN030075,4,1,-0.0633047,0.177822381,2,11,4
IN030075,5,1,,,2,12,7
IN030076,4,1,-0.232148007,-0.016318617,2,11,4
IN030076,5,1,,,2,12,7
IN030078,4,1,0.43187201,0.747191131,2,11,4
IN030078,5,1,1.375720024,1.832455397,2,12,4
IN030079,4,1,-0.936235011,-0.825898588,2,11,4
IN030079,5,1,,,2,12,7
IN030080,4,1,-0.672967017,-0.523185313,2,11,4
IN030080,5,1,0.427457988,0.742115796,2,12,4
IN030081,4,1,-0.649524987,-0.49623096,2,11,4
IN030081,5,1,,,2,12,7
IN030082,4,1,0.577018023,0.914084315,2,11,4
IN030082,5,1,,,2,12,7
IN030083,4,1,-0.955295026,-0.847814381,2,11,4
IN030083,5,1,1.73131001,2.241323233,2,12,4
IN030084,4,1,1.231649995,1.666799426,2,11,4
IN030084,5,1,,,2,12,7
IN030085,4,1,1.74556005,2.257708311,2,11,4
IN030085,5,1,0.774169981,1.140775442,2,12,4
IN030086,4,1,0.371890992,0.678223193,2,11,4
IN030086,5,1,0.573252976,0.90975517,2,12,4
IN030087,4,1,0.623879015,0.967966437,2,11,4
IN030087,5,1,,,2,12,7
IN030088,4,1,-0.458173007,-0.276208818,2,11,4
IN030088,5,1,-0.282593012,-0.074321769,2,12,4
IN030089,4,1,-0.42455399,-0.237552688,2,11,4
IN030089,5,1,,,2,12,7
IN030090,4,1,-0.141210005,0.088244572,2,11,4
IN030090,5,1,,,2,12,7
IN030091,4,1,0.853109002,1.231541872,2,11,4
IN030091,5,1,1.350620031,1.803594708,2,12,4
IN030092,4,1,0.942885995,1.334770083,2,11,4
IN030092,5,1,1.362789989,1.817588091,2,12,4
IN030093,4,1,-0.137231007,0.092819743,2,11,4
IN030093,5,1,1.505220056,1.98135829,2,12,4
IN030094,4,1,-0.00135562,0.24905327,2,11,4
IN030094,5,1,0.303492993,0.599577188,2,12,4
IN030095,4,1,0.268043011,0.558815718,2,11,4
IN030095,5,1,1.177629948,1.604685545,2,12,4
IN030096,4,1,-0.063608699,0.177472845,2,11,4
IN030096,5,1,0.803120971,1.174064159,2,12,4
IN030097,4,1,-0.458355993,-0.276419222,2,11,4
IN030097,5,1,0.257416993,0.54659766,2,12,4
IN030098,4,1,-0.176863998,0.047248565,2,11,4
IN030098,5,1,0.80052501,1.171079278,2,12,4
IN030099,4,1,0.315892011,0.613833904,2,11,4
IN030099,5,1,,,2,12,7
IN030100,4,1,-0.792549014,-0.660684168,2,11,4
IN030100,5,1,,,2,12,7
IN031002,4,0,1.483649969,1.956556439,2,9,4
IN031004,4,0,1.093969941,1.508490801,2,9,4
IN031005,4,0,0.442604005,0.75953114,2,9,4
IN031006,4,0,1.469630003,1.940435886,2,9,4
IN031007,4,0,1.434270024,1.899777889,2,9,4
IN031009,4,0,0.815958977,1.188825607,2,9,4
IN031010,4,0,1.898380041,2.433425188,2,9,4
IN031011,4,0,1.839849949,2.366125584,2,9,4
IN031012,4,0,2.292299986,2.886366129,2,9,4
IN031013,4,0,1.115339994,1.533062816,2,9,4
IN031014,4,0,0.021538701,0.27537784,2,9,4
IN031015,4,0,1.155820012,1.579607844,2,9,4
IN031016,4,0,-0.72081399,-0.578201175,2,9,4
IN031018,4,0,0.739925981,1.101400733,2,9,4
IN031019,4,0,0.268568993,0.559420526,2,9,4
IN031020,4,0,0.721310973,1.079996586,2,9,4
IN031022,4,0,1.331640005,1.781770945,2,9,4
IN031023,4,0,1.799520016,2.31975317,2,9,4
IN031024,4,0,1.049170017,1.456978559,2,9,4
IN031025,4,0,0.675750017,1.027609229,2,9,4
IN031026,4,0,-0.660950005,-0.509367764,2,9,4
IN031027,4,0,0.245130002,0.53246969,2,9,4
IN031028,4,0,-0.581614017,-0.418144941,2,9,4
IN031029,4,0,1.711650014,2.218717575,2,9,4
IN031030,4,0,0.400191993,0.710764527,2,9,4
IN031031,4,0,1.649979949,2.147807598,2,9,4
IN031032,4,0,0.253959,0.542621553,2,9,4
IN031033,4,0,1.218479991,1.651656151,2,9,4
IN031034,4,0,1.596850038,2.086717129,2,9,4
IN031035,4,0,-0.485190988,-0.307274878,2,9,4
IN031036,4,0,0.671868026,1.023145676,2,9,4
IN031038,4,0,0.487210989,0.810821533,2,9,4
IN031039,4,0,0.173654005,0.450284481,2,9,4
IN031040,4,0,2.523789883,3.152539968,2,9,4
IN031041,4,0,0.60345602,0.944483519,2,9,4
IN031042,4,0,1.781749964,2.299320459,2,9,4
IN031043,4,0,0.462700993,0.782639205,2,9,4
IN031047,4,0,1.108170033,1.52481854,2,9,4
IN031048,4,0,0.537387013,0.868515432,2,9,4
IN031049,4,0,0.736307979,1.097240567,2,9,4
IN031050,4,0,0.64696002,0.994505703,2,9,4
IN040001,4,1,-0.669759989,-0.519497752,2,11,4
IN040001,5,1,-1.074219942,-0.984557748,2,12,4
IN040002,4,1,0.159790993,0.434344381,2,11,4
IN040002,5,1,0.487388015,0.811025083,2,12,4
IN040003,4,1,-0.464832008,-0.283865541,2,11,4
IN040003,5,1,-0.457706988,-0.275672972,2,12,4
IN040004,4,1,-0.541356027,-0.37185511,2,11,4
IN040004,5,1,0.308694988,0.605558574,2,12,4
IN040005,4,1,0.738689005,1.099978328,2,11,4
IN040005,5,1,0.070019603,0.331122607,2,12,4
IN040006,4,1,-0.885692,-0.767782748,2,11,4
IN040006,5,1,0.113558002,0.38118434,2,12,4
IN040007,4,1,0.024418101,0.278688639,2,11,4
IN040007,5,1,-0.379404008,-0.185637906,2,12,4
IN040008,4,1,-0.85374999,-0.731054902,2,11,4
IN040008,5,1,-0.904910982,-0.789881289,2,12,4
IN040009,4,1,-1.06675005,-0.975968599,2,11,4
IN040009,5,1,-0.170707002,0.054328058,2,12,4
IN040010,4,1,-1.214020014,-1.145303965,2,11,4
IN040010,5,1,-0.918123007,-0.805072844,2,12,4
IN040011,4,1,-1.101369977,-1.015775681,2,11,4
IN040011,5,1,0.077244602,0.339430124,2,12,4
IN040012,4,1,-1.181399941,-1.107796431,2,11,4
IN040012,5,1,-0.00686395,0.24271962,2,12,4
IN040013,4,1,-0.791984975,-0.66003567,2,11,4
IN040013,5,1,0.098380297,0.363732547,2,12,4
IN040014,4,1,-0.333936989,-0.133358583,2,11,4
IN040014,5,1,0.580753982,0.918380022,2,12,4
IN040015,4,1,-0.498362988,-0.322420448,2,11,4
IN040015,5,1,-0.472074986,-0.292193711,2,12,4
IN040016,4,1,-0.543353021,-0.374151319,2,11,4
IN040016,5,1,-0.869975984,-0.74971199,2,12,4
IN040017,4,1,-0.802435994,-0.672052562,2,11,4
IN040017,5,1,-1.494390011,-1.467681646,2,12,4
IN040018,4,1,0.096407197,0.361463845,2,11,4
IN040018,5,1,,,2,12,7
IN040019,4,1,-0.71766299,-0.574578047,2,11,4
IN040019,5,1,-0.744493008,-0.60542798,2,12,4
IN040020,4,1,-0.364078999,-0.168016762,2,11,4
IN040020,5,1,-0.940980971,-0.831355631,2,12,4
IN040021,4,1,-0.416720003,-0.228544936,2,11,4
IN040021,5,1,,,2,12,7
IN040022,4,1,-0.39893499,-0.208095208,2,11,4
IN040022,5,1,0.915466011,1.30324173,2,12,4
IN040023,4,1,-1.020040035,-0.922260046,2,11,4
IN040023,5,1,-2.133599997,-2.202664137,2,12,4
IN040024,4,1,-1.062420011,-0.970989823,2,11,4
IN040024,5,1,,,2,12,7
IN040025,4,1,-0.239443004,-0.024706621,2,11,4
IN040025,5,1,-0.210479006,0.008597038,2,12,4
IN040027,4,1,-1.029950023,-0.933654845,2,11,4
IN040027,5,1,-0.246689007,-0.033038288,2,12,4
IN040028,4,1,-0.524733007,-0.35274148,2,11,4
IN040028,5,1,-1.129119992,-1.047683477,2,12,4
IN040029,4,1,0.580120981,0.91765219,2,11,4
IN040029,5,1,-0.298036009,-0.092078581,2,12,4
IN040030,4,1,-0.858439982,-0.736447573,2,11,4
IN040030,5,1,-0.350075006,-0.151914552,2,12,4
IN040031,4,1,-0.441087008,-0.256562829,2,11,4
IN040031,5,1,0.0137811,0.266457915,2,12,4
IN040032,4,1,0.683425009,1.036434174,2,11,4
IN040032,5,1,,,2,12,7
IN040033,4,1,0.794273973,1.163891554,2,11,4
IN040033,5,1,1.497460008,1.972435594,2,12,4
IN040034,4,1,0.439785987,0.756290853,2,11,4
IN040034,5,1,0.579732001,0.917204916,2,12,4
IN040035,4,1,-0.628108978,-0.471606195,2,11,4
IN040035,5,1,,,2,12,7
IN040036,4,1,-1.166810036,-1.091020584,2,11,4
IN040036,5,1,-1.03926003,-0.944359779,2,12,4
IN040037,4,1,-0.56646502,-0.400726169,2,11,4
IN040037,5,1,0.101850003,0.367722124,2,12,4
IN040038,4,1,0.976441026,1.373352647,2,11,4
IN040038,5,1,0.304172009,0.60035795,2,12,4
IN040039,4,1,0.574428976,0.911107361,2,11,4
IN040039,5,1,,,2,12,7
IN040041,4,1,-1.348479986,-1.299909949,2,11,4
IN040041,5,1,-1.07772994,-0.988593638,2,12,4
IN040042,4,1,-1.058889985,-0.966930866,2,11,4
IN040042,5,1,-1.895349979,-1.928717256,2,12,4
IN040043,4,1,-1.588019967,-1.575340152,2,11,4
IN040043,5,1,-1.095690012,-1.00924468,2,12,4
IN040044,4,1,-1.827630043,-1.850850821,2,11,4
IN040044,5,1,-1.480489969,-1.451699018,2,12,4
IN040045,4,1,-0.751956999,-0.614010274,2,11,4
IN040045,5,1,-0.252891004,-0.040169526,2,12,4
IN040046,4,1,-1.113690019,-1.029941559,2,11,4
IN040046,5,1,0.215674996,0.498601466,2,12,4
IN040047,4,1,-0.758090973,-0.621063352,2,11,4
IN040047,5,1,0.271802992,0.563139081,2,12,4
IN040048,4,1,-0.449979991,-0.266788244,2,11,4
IN040048,5,1,0.826318026,1.200736761,2,12,4
IN040049,4,1,-0.327567011,-0.1260342,2,11,4
IN040049,5,1,0.159381002,0.433872968,2,12,4
IN040050,4,1,-0.609582007,-0.450303346,2,11,4
IN040050,5,1,0.41653499,0.729556203,2,12,4
IN040051,4,1,-0.186434999,0.036243547,2,11,4
IN040051,5,1,,,2,12,7
IN040052,4,1,-0.621205986,-0.463668942,2,11,4
IN040052,5,1,0.480387002,0.802975118,2,12,4
IN040053,4,1,-0.420881003,-0.233329371,2,11,4
IN040053,5,1,-1.182860017,-1.109475255,2,12,4
IN040054,4,1,-0.455394,-0.273013443,2,11,4
IN040054,5,1,0.100279003,0.365915745,2,12,4
IN040055,4,1,-0.00640979,0.243241832,2,11,4
IN040055,5,1,0.873436987,1.254915595,2,12,4
IN040056,4,1,-0.650983989,-0.497908562,2,11,4
IN040056,5,1,0.444045991,0.761189163,2,12,4
IN040057,4,1,1.263790011,1.703755021,2,11,4
IN040057,5,1,,,2,12,7
IN040058,4,1,-0.446346998,-0.262610912,2,11,4
IN040058,5,1,0.026700901,0.281313479,2,12,4
IN040059,4,1,-0.750437021,-0.612262607,2,11,4
IN040059,5,1,,,2,12,7
IN040060,4,1,2.157700062,2.731599092,2,11,4
IN040060,5,1,,,2,12,7
IN040061,4,1,0.657836974,1.007012367,2,11,4
IN040061,5,1,0.720112979,1.078619123,2,12,4
IN040062,4,1,0.719470024,1.077879786,2,11,4
IN040062,5,1,,,2,12,7
IN040063,4,1,0.510592997,0.837706864,2,11,4
IN040063,5,1,,,2,12,7
IN040064,4,1,0.287694991,0.581412196,2,11,4
IN040064,5,1,,,2,12,7
IN040065,4,1,0.321401,0.620168328,2,11,4
IN040065,5,1,,,2,12,7
IN040066,4,1,1.107280016,1.523795128,2,11,4
IN040066,5,1,1.499590039,1.974884748,2,12,4
IN040067,4,1,0.441228002,0.757948935,2,11,4
IN040067,5,1,1.828240037,2.352776289,2,12,4
IN040068,4,1,-0.57210499,-0.407211155,2,11,4
IN040068,5,1,,,2,12,7
IN040069,4,1,-0.262264997,-0.05094802,2,11,4
IN040069,5,1,-0.052440099,0.190314829,2,12,4
IN040070,4,1,0.098604202,0.363990009,2,11,4
IN040070,5,1,,,2,12,7
IN040071,4,1,-0.020308999,0.227260113,2,11,4
IN040071,5,1,0.341215998,0.642952204,2,12,4
IN040073,4,1,0.0124247,0.26489827,2,11,4
IN040073,5,1,,,2,12,7
IN040074,4,1,0.435023993,0.750815392,2,11,4
IN040074,5,1,1.136489987,1.55738163,2,12,4
IN040075,4,1,0.620401025,0.963967383,2,11,4
IN040075,5,1,0.251314998,0.539581358,2,12,4
IN040076,4,1,-0.531238019,-0.360221118,2,11,4
IN040076,5,1,-0.513704002,-0.340059996,2,12,4
IN040077,4,1,0.760356009,1.124891758,2,11,4
IN040077,5,1,,,2,12,7
IN040078,4,1,0.534173012,0.864819884,2,11,4
IN040078,5,1,,,2,12,7
IN040079,4,1,-0.730551004,-0.589397073,2,11,4
IN040080,4,1,0.717658997,1.075797439,2,11,4
IN040080,5,1,,,2,12,7
IN040081,4,1,-0.293372005,-0.086715773,2,11,4
IN040081,5,1,,,2,12,7
IN040082,4,1,0.48990801,0.813922644,2,11,4
IN040082,5,1,1.427360058,1.89183259,2,12,4
IN040083,4,1,-0.904105008,-0.788954556,2,11,4
IN040083,5,1,,,2,12,7
IN040084,4,1,0.210267007,0.492383182,2,11,4
IN040084,5,1,0.974385023,1.370988607,2,12,4
IN040085,4,1,0.992143989,1.391408324,2,11,4
IN040085,5,1,,,2,12,7
IN040086,4,1,1.062809944,1.47266221,2,11,4
IN040086,5,1,,,2,12,7
IN040087,4,1,0.161431,0.436230123,2,11,4
IN040087,5,1,1.003600001,1.404580832,2,12,4
IN040088,4,1,-0.172578007,0.052176721,2,11,4
IN040088,5,1,0.689153016,1.043020368,2,12,4
IN040089,4,1,0.442104995,0.758957326,2,11,4
IN040089,5,1,0.257301986,0.546465397,2,12,4
IN040090,4,1,-0.193921,0.027635921,2,11,4
IN040090,5,1,1.01383996,1.416355014,2,12,4
IN040091,4,1,-0.757389009,-0.620256186,2,11,4
IN040091,5,1,,,2,12,7
IN040092,4,1,-0.679109991,-0.530248642,2,11,4
IN040092,5,1,-0.792015016,-0.660070181,2,12,4
IN040093,4,1,-0.938962996,-0.829035282,2,11,4
IN040093,5,1,0.711135983,1.068297148,2,12,4
IN040094,4,1,-0.515151978,-0.341724902,2,11,4
IN040094,5,1,,,2,12,7
IN040095,4,1,-0.993014991,-0.89118588,2,11,4
IN040095,5,1,-0.608938992,-0.44956398,2,12,4
IN040096,4,1,1.533409953,2.013772011,2,11,4
IN040096,5,1,,,2,12,7
IN040097,4,1,-0.674206018,-0.524609923,2,11,4
IN040097,5,1,,,2,12,7
IN040098,4,1,-0.960393012,-0.85367614,2,11,4
IN040098,5,1,-0.906228006,-0.791395664,2,12,4
IN040099,4,1,-0.660835981,-0.509236693,2,11,4
IN040099,5,1,1.189620018,1.618472099,2,12,4
IN040100,4,1,-1.12093997,-1.038277745,2,11,4
IN040100,5,1,-0.228125006,-0.011692853,2,12,4
IN041001,4,0,0.631914973,0.977206469,2,9,4
IN041002,4,0,0.188914001,0.467830867,2,9,4
IN041003,4,0,-0.922595024,-0.810214937,2,9,4
IN041004,4,0,-0.0746492,0.164778143,2,9,4
IN041005,4,0,0.986416996,1.384823322,2,9,4
IN041006,4,0,-0.558772027,-0.391880542,2,9,4
IN041007,4,0,-0.113946997,0.119592384,2,9,4
IN041009,4,0,0.959926009,1.354363203,2,9,4
IN041010,4,0,-0.472983986,-0.293238908,2,9,4
IN041011,4,0,-1.432379961,-1.396380663,2,9,4
IN041012,4,0,-0.521061003,-0.348519295,2,9,4
IN041013,4,0,1.128440022,1.548125505,2,9,4
IN041014,4,0,0.107643999,0.374384224,2,9,4
IN041015,4,0,0.546132028,0.878570676,2,9,4
IN041016,4,0,0.728765011,1.088567495,2,9,4
IN041017,4,0,0.37302199,0.679523647,2,9,4
IN041018,4,0,0.430379987,0.74547559,2,9,4
IN041019,4,0,0.663704991,1.013759494,2,9,4
IN041020,4,0,0.612999022,0.955456316,2,9,4
IN041021,4,0,-0.163984001,0.062058363,2,9,4
IN041022,4,0,-0.26293999,-0.051724147,2,9,4
IN041023,4,0,-0.546011984,-0.37720865,2,9,4
IN041024,4,0,-0.0183444,0.229519069,2,9,4
IN041025,4,0,0.188427001,0.467270911,2,9,4
IN041026,4,0,0.227267995,0.511931419,2,9,4
IN041027,4,0,1.370800018,1.826798201,2,9,4
IN041028,4,0,1.989099979,2.537737608,2,9,4
IN041029,4,0,1.358549953,1.812712789,2,9,4
IN041030,4,0,1.230990052,1.666040659,2,9,4
IN041031,4,0,-0.373578995,-0.178940132,2,9,4
IN041032,4,0,0.846409976,1.223839164,2,9,4
IN041033,4,0,1.791939974,2.311037302,2,9,4
IN041034,4,0,0.673207998,1.024686337,2,9,4
IN041035,4,0,0.565738022,0.901114225,2,9,4
IN041036,4,0,1.408100009,1.869686842,2,9,4
IN041037,4,0,-0.164141998,0.061876696,2,9,4
IN041039,4,0,0.952636003,1.345980883,2,9,4
IN041040,4,0,0.798253,1.168466806,2,9,4
IN041041,4,0,1.514260054,1.991752744,2,9,4
IN041042,4,0,1.121799946,1.540490627,2,9,4
IN041043,4,0,0.969412982,1.365271568,2,9,4
IN041044,4,0,2.018160105,2.571151972,2,9,4
IN041045,4,0,0.131235003,0.401509881,2,9,4
IN041046,4,0,0.81120199,1.183355927,2,9,4
IN041047,4,0,-0.497507006,-0.321436197,2,9,4
IN041048,4,0,0.689935029,1.043919563,2,9,4
IN041049,4,0,1.171499968,1.597637177,2,9,4
IN041050,4,0,1.454769969,1.92334938,2,9,4
IN050001,4,1,0.717365026,1.07545948,2,11,4
IN050001,5,1,0.993746996,1.393251538,2,12,4
IN050002,4,1,-0.027591901,0.218886018,2,11,4
IN050002,5,1,0.475120008,0.796918988,2,12,4
IN050003,4,1,-0.300365001,-0.094756529,2,11,4
IN050003,5,1,0.504682004,0.830910206,2,12,4
IN050004,4,1,-0.783160985,-0.649889588,2,11,4
IN050004,5,1,-1.352130055,-1.304106951,2,12,4
IN050005,4,1,0.855791986,1.23462677,2,11,4
IN050005,5,1,0.823064029,1.196995258,2,12,4
IN050006,4,1,-0.118928999,0.11386393,2,11,4
IN050006,5,1,-0.213095993,0.005587949,2,12,4
IN050007,4,1,0.28183499,0.574674189,2,11,4
IN050007,5,1,0.931079984,1.321195126,2,12,4
IN050008,4,1,-1.167209983,-1.091480374,2,11,4
IN050008,5,1,0.558115005,0.892349064,2,12,4
IN050009,4,1,0.29450199,0.589239061,2,11,4
IN050009,5,1,0.974085987,1.370644689,2,12,4
IN050010,4,1,0.309413999,0.60638535,2,11,4
IN050010,5,1,0.167799994,0.443553358,2,12,4
IN050011,4,1,-1.258030057,-1.19590795,2,11,4
IN050011,5,1,-1.132449985,-1.051512361,2,12,4
IN050012,4,1,0.471695989,0.792981923,2,11,4
IN050012,5,1,0.728893995,1.088715792,2,12,4
IN050013,4,1,-0.293017,-0.086307578,2,11,4
IN050013,5,1,1.780910015,2.298354864,2,12,4
IN050014,4,1,0.792322993,1.161648273,2,11,4
IN050014,5,1,0.140269995,0.411898553,2,12,4
IN050015,4,1,0.507739007,0.834425271,2,11,4
IN050015,5,1,1.043779969,1.450780988,2,12,4
IN050016,4,1,0.462087005,0.781933248,2,11,4
IN050016,5,1,0.365570009,0.670955181,2,12,4
IN050017,4,1,0.266487986,0.557027757,2,11,4
IN050017,5,1,,,2,12,7
IN050018,4,1,-0.099214599,0.136532128,2,11,4
IN050018,5,1,-0.031736501,0.214120433,2,12,4
IN050019,4,1,0.578117013,0.915347934,2,11,4
IN050019,5,1,1.366629958,1.822003365,2,12,4
IN050020,4,1,1.083999991,1.497027159,2,11,4
IN050020,5,1,1.393429995,1.852818847,2,12,4
IN050021,4,1,0.856366992,1.235288024,2,11,4
IN050021,5,1,0.547309995,0.879925132,2,12,4
IN050022,4,1,-0.213578001,0.005033723,2,11,4
IN050022,5,1,0.331734002,0.632049501,2,12,4
IN050023,4,1,-2.088560104,-2.150875807,2,11,4
IN050023,5,1,0.116244003,0.384272784,2,12,4
IN050024,4,1,0.198603004,0.478971571,2,11,4
IN050024,5,1,-0.427040994,-0.24041231,2,12,4
IN050025,4,1,0.809991002,1.181963444,2,11,4
IN050025,5,1,,,2,12,7
IN050026,4,1,-0.734183013,-0.593573272,2,11,4
IN050026,5,1,,,2,12,7
IN050027,4,1,-1.231629968,-1.165552378,2,11,4
IN050027,5,1,-0.621931016,-0.464502603,2,12,4
IN050028,4,1,1.57506001,2.061662436,2,11,4
IN050028,5,1,0.871658981,1.252871156,2,12,4
IN050029,4,1,0.580555975,0.918152332,2,11,4
IN050029,5,1,0.0196128,0.273163378,2,12,4
IN050030,4,1,0.0280746,0.282893002,2,11,4
IN050030,5,1,,,2,12,7
IN050031,4,1,0.462083012,0.781928658,2,11,4
IN050031,5,1,-0.149041995,0.079239123,2,12,4
IN050032,4,1,0.951726973,1.344935656,2,11,4
IN050032,5,1,2.038259983,2.594263315,2,12,4
IN050033,4,1,-2.566879988,-2.700862169,2,11,4
IN050033,5,1,0.543923974,0.876031816,2,12,4
IN050034,4,1,-0.046319101,0.197352931,2,11,4
IN050034,5,1,0.00409551,0.255321145,2,12,4
IN050035,4,1,1.490090013,1.963961363,2,11,4
IN050035,5,1,0.985376,1.383626342,2,12,4
IN050036,4,1,-0.625196993,-0.468257904,2,11,4
IN050036,5,1,-0.436641991,-0.25145182,2,12,4
IN050037,4,1,-0.220128998,-0.002498807,2,11,4
IN050037,5,1,0.072912201,0.334448606,2,12,4
IN050038,4,1,0.108952999,0.375889361,2,11,4
IN050038,5,1,0.063845798,0.324023783,2,12,4
IN050039,4,1,0.594321012,0.933979809,2,11,4
IN050039,5,1,1.356449962,1.810298085,2,12,4
IN050040,4,1,-0.0469459,0.196632221,2,11,4
IN050040,5,1,0.237966001,0.524232328,2,12,4
IN050041,4,1,0.866989017,1.247501493,2,11,4
IN050041,5,1,,,2,12,7
IN050042,4,1,0.201244995,0.482009411,2,11,4
IN050042,5,1,1.398399949,1.858533382,2,12,4
IN050043,4,1,-0.384274989,-0.191238701,2,11,4
IN050043,5,1,0.473064989,0.794556022,2,12,4
IN050044,4,1,0.232734993,0.518217564,2,11,4
IN050044,5,1,1.281589985,1.724221945,2,12,4
IN050045,4,1,-1.229060054,-1.162597418,2,11,4
IN050045,5,1,-0.980543971,-0.876846313,2,12,4
IN050046,4,1,2.180660009,2.757999182,2,11,4
IN050046,5,1,1.100729942,1.516263723,2,12,4
IN050047,4,1,0.187895998,0.466660351,2,11,4
IN050047,5,1,-0.530834019,-0.359756589,2,12,4
IN050048,4,1,-0.652558982,-0.49971953,2,11,4
IN050048,5,1,0.000867759,0.251609772,2,12,4
IN050049,4,1,1.281039953,1.72358942,2,11,4
IN050049,5,1,0.640932977,0.987575591,2,12,4
IN050050,4,1,-0.170405999,0.05467416,2,11,4
IN050050,5,1,0.421113014,0.734820127,2,12,4
IN050051,4,1,-0.706800997,-0.562088609,2,11,4
IN050051,5,1,0.128878996,0.39880085,2,12,4
IN050052,4,1,-1.342669964,-1.293229461,2,11,4
IN050053,4,1,-1.064350009,-0.973208964,2,11,4
IN050053,5,1,-1.416560054,-1.378190517,2,12,4
IN050054,4,1,0.118954003,0.387388825,2,11,4
IN050054,5,1,0.535957992,0.866872251,2,12,4
IN050055,4,1,-0.712606013,-0.568763375,2,11,4
IN050055,5,1,0.214341,0.4970676,2,12,4
IN050056,4,1,-1.426419973,-1.389527678,2,11,4
IN050056,5,1,-0.536301017,-0.366042703,2,12,4
IN050057,4,1,0.339363992,0.640822709,2,11,4
IN050057,5,1,0.890873015,1.274963975,2,12,4
IN050058,4,1,0.312458992,0.609886527,2,11,4
IN050058,5,1,1.34920001,1.801961899,2,12,4
IN050059,4,1,0.168498993,0.444357097,2,11,4
IN050059,5,1,,,2,12,7
IN050060,4,1,0.748652995,1.111435294,2,11,4
IN050060,5,1,,,2,12,7
IN050061,4,1,-0.223480001,-0.006351889,2,11,4
IN050061,5,1,,,2,12,7
IN050064,4,1,0.486932009,0.810500741,2,11,4
IN050064,5,1,0.781470001,1.149169207,2,12,4
IN050065,4,1,-0.0422084,0.202079535,2,11,4
IN050065,5,1,-0.541979015,-0.372571439,2,12,4
IN050066,4,1,0.650714993,0.998823285,2,11,4
IN050066,5,1,0.388601005,0.697436869,2,12,4
IN050067,4,1,-0.824711978,-0.697666109,2,11,4
IN050067,5,1,1.137040019,1.558014035,2,12,4
IN050068,4,1,-0.283136994,-0.074947253,2,11,4
IN050068,5,1,-0.079619803,0.159062803,2,12,4
IN050069,4,1,0.374172002,0.680845976,2,11,4
IN050069,5,1,0.915435016,1.303206086,2,12,4
IN050070,4,1,-0.0703566,0.169713899,2,11,4
IN050070,5,1,-0.211548999,0.007366729,2,12,4
IN050071,4,1,0.819930017,1.193391681,2,11,4
IN050071,5,1,1.188390017,1.6170578,2,12,4
IN050072,4,1,-0.532194972,-0.361321449,2,11,4
IN050072,5,1,-0.381547987,-0.18810311,2,12,4
IN050073,4,1,-0.225407004,-0.008567614,2,11,4
IN050073,5,1,0.92138797,1.310050964,2,12,4
IN050074,4,1,0.794405997,1.164043427,2,11,4
IN050074,5,1,,,2,12,7
IN050075,4,1,0.048918899,0.306860387,2,11,4
IN050075,5,1,1.209050059,1.640813351,2,12,4
IN050076,4,1,0.43502301,0.750814259,2,11,4
IN050076,5,1,0.55824703,0.892500877,2,12,4
IN050077,4,1,-0.543435991,-0.374246716,2,11,4
IN050077,5,1,-0.69412303,-0.547511101,2,12,4
IN050078,4,1,0.329194993,0.629130065,2,11,4
IN050078,5,1,0.945987999,1.338336825,2,12,4
IN050079,4,1,0.30508101,0.601403117,2,11,4
IN050079,5,1,0.778587997,1.145855427,2,12,4
IN050080,4,1,0.480179012,0.802735984,2,11,4
IN050080,5,1,,,2,12,7
IN050081,4,1,0.680935979,1.033572197,2,11,4
IN050081,5,1,0.944813013,1.336985826,2,12,4
IN050082,4,1,-1.240280032,-1.175498486,2,11,4
IN050082,5,1,-2.229939938,-2.313438654,2,12,4
IN050083,4,1,-0.304338008,-0.099324808,2,11,4
IN050083,5,1,0.686635971,1.040126204,2,12,4
IN050084,4,1,-0.157309994,0.069732331,2,11,4
IN050084,5,1,0.462464005,0.782366753,2,12,4
IN050085,4,1,-0.51680702,-0.34362793,2,11,4
IN050085,5,1,0.448404998,0.766201258,2,12,4
IN050086,4,1,-0.312981009,-0.109262787,2,11,4
IN050086,5,1,,,2,12,7
IN050087,4,1,0.476725012,0.798764467,2,11,4
IN050087,5,1,,,2,12,7
IN050088,4,1,0.075354099,0.337256372,2,11,4
IN050088,5,1,,,2,12,7
IN050089,4,1,0.78322202,1.151183724,2,11,4
IN050089,5,1,0.956142008,1.350012183,2,12,4
