childid,round,yc,theta_eap,read_score,country,group,language
PE121012,4,1,0.360381991,0.755189955,3,17,5
PE121013,4,1,0.668132007,1.141902447,3,17,5
PE121014,4,1,1.408300042,2.071982622,3,17,5
PE121015,4,1,0.093890503,0.42032209,3,17,5
PE121016,4,1,-0.139465004,0.127092242,3,17,5
PE121017,4,1,-0.535039008,-0.3699781,3,17,5
PE121018,4,1,-0.981290996,-0.930729389,3,17,5
PE121019,4,1,0.294647008,0.672588706,3,17,5
PE121021,4,1,0.394809991,0.798451483,3,17,5
PE121022,4,1,1.072569966,1.650111079,3,17,5
PE121023,4,1,0.394338995,0.797859609,3,17,5
PE121024,4,1,-1.133759975,-1.122318864,3,17,5
PE121025,4,1,0.232810006,0.594885528,3,17,5
PE121026,4,1,1.126289964,1.717614532,3,17,5
PE121027,4,1,0.216291994,0.574129343,3,17,5
PE121028,4,1,0.709420025,1.193784118,3,17,5
PE121029,4,1,-0.0471543,0.243088022,3,17,5
PE121030,4,1,1.63120997,2.352086782,3,17,5
PE121031,4,1,-0.121799998,0.149289742,3,17,5
PE121032,4,1,0.260060012,0.629127383,3,17,5
PE121033,4,1,-0.022275999,0.2743496,3,17,5
PE121034,4,1,-0.241904005,-0.001630545,3,17,5
PE121035,4,1,-0.125960007,0.144062355,3,17,5
PE121036,4,1,-0.351218998,-0.138993576,3,17,5
PE121037,4,1,0.146213993,0.486070752,3,17,5
PE121039,4,1,0.843128979,1.361800075,3,17,5
PE121040,4,1,0.857231975,1.379521608,3,17,5
PE121041,4,1,-0.769342005,-0.664398551,3,17,5
PE121042,4,1,0.050210699,0.365434915,3,17,5
PE121043,4,1,-0.942628026,-0.882146299,3,17,5
PE121044,4,1,-0.544651985,-0.382057577,3,17,5
PE121045,4,1,0.462141991,0.883059502,3,17,5
PE121046,4,1,1.666900039,2.396934271,3,17,5
PE121047,4,1,-0.828971982,-0.739328384,3,17,5
PE121048,4,1,0.496717989,0.926506996,3,17,5
PE121049,4,1,0.899775028,1.432980418,3,17,5
PE121050,4,1,-0.479773998,-0.300533205,3,17,5
PE121051,4,1,0.595444977,1.050565362,3,17,5
PE121052,4,1,-0.427722007,-0.235125721,3,17,5
PE121053,4,1,-0.049862999,0.239684328,3,17,5
PE121054,4,1,-0.606746972,-0.460084885,3,17,5
PE121055,4,1,0.83821398,1.35562408,3,17,5
PE121056,4,1,0.418493003,0.828211069,3,17,5
PE121057,4,1,0.403908998,0.809885085,3,17,5
PE121058,4,1,-0.379871994,-0.174998343,3,17,5
PE121059,4,1,-0.585407019,-0.433269531,3,17,5
PE121060,4,1,0.391694993,0.794537246,3,17,5
PE121061,4,1,-0.867600977,-0.787868798,3,17,5
PE121062,4,1,1.299579978,1.935367227,3,17,5
PE121063,4,1,0.063417502,0.382030338,3,17,5
PE121064,4,1,0.326618999,0.712764025,3,17,5
PE121065,4,1,-0.252341986,-0.014746701,3,17,5
PE121066,4,1,0.47973001,0.905160248,3,17,5
PE121067,4,1,0.566659987,1.01439476,3,17,5
PE121068,4,1,1.469400048,2.148759842,3,17,5
PE121070,4,1,0.42089799,0.831233144,3,17,5
PE121071,4,1,0.612671018,1.072211266,3,17,5
PE121072,4,1,0.652657986,1.1224581,3,17,5
PE121073,4,1,-0.100785002,0.17569676,3,17,5
PE121074,4,1,0.0230955,0.331362516,3,17,5
PE121075,4,1,-0.474487007,-0.293889672,3,17,5
PE121076,4,1,-0.135969996,0.131484002,3,17,5
PE121077,4,1,-0.260672987,-0.02521527,3,17,5
PE121078,4,1,-0.641532004,-0.503795087,3,17,5
PE121079,4,1,0.324216992,0.709745705,3,17,5
PE121080,4,1,0.082634702,0.406178266,3,17,5
PE121081,4,1,0.325401992,0.711234808,3,17,5
PE121082,4,1,-0.955505013,-0.898327231,3,17,5
PE121083,4,1,-0.117798999,0.154317319,3,17,5
PE121084,4,1,-0.0348651,0.258530378,3,17,5
PE121085,4,1,0.33139801,0.718769252,3,17,5
PE121086,4,1,0.603649974,1.060875654,3,17,5
PE121087,4,1,-0.208978996,0.039742362,3,17,5
PE121088,4,1,0.239779994,0.603643894,3,17,5
PE121089,4,1,-0.134826005,0.132921517,3,17,5
PE121090,4,1,-0.56615299,-0.40907532,3,17,5
PE121091,4,1,-1.108410001,-1.090464592,3,17,5
PE121092,4,1,-0.0682199,0.21661742,3,17,5
PE121093,4,1,-1.319300056,-1.355464816,3,17,5
PE121094,4,1,-0.216487005,0.030307947,3,17,5
PE121097,4,1,0.321298987,0.706079006,3,17,5
PE121098,4,1,-0.988672018,-0.94000423,3,17,5
PE121099,4,1,-0.723344028,-0.606598437,3,17,5
PE121101,4,1,0.453157008,0.87176919,3,17,5
PE131001,4,1,0.732034981,1.222201586,3,17,5
PE131002,4,1,-0.492224008,-0.316177636,3,17,5
PE131003,4,1,0.963,1.512427688,3,17,5
PE131004,4,1,0.159492001,0.502755642,3,17,5
PE131005,4,1,-0.550190985,-0.389017761,3,17,5
PE131006,4,1,-0.530469,-0.36423552,3,17,5
PE131007,4,1,-0.234715,0.007403015,3,17,5
PE131008,4,1,1.838999987,2.613191605,3,17,5
PE131009,4,1,0.723874986,1.211947918,3,17,5
PE131010,4,1,-0.159742996,0.101611331,3,17,5
PE131011,4,1,-0.052290399,0.236634105,3,17,5
PE131012,4,1,1.104519963,1.690258741,3,17,5
PE131013,4,1,-0.917671025,-0.850785792,3,17,5
PE131015,4,1,0.753238022,1.248844981,3,17,5
PE131016,4,1,0.701265991,1.18353796,3,17,5
PE131017,4,1,-0.670958996,-0.540772438,3,17,5
PE131018,4,1,1.143139958,1.738787889,3,17,5
PE131019,4,1,1.112480044,1.700261235,3,17,5
PE131020,4,1,-0.51860702,-0.349330008,3,17,5
PE131021,4,1,0.175366998,0.522703826,3,17,5
PE131022,4,1,0.599228978,1.055320263,3,17,5
PE131023,4,1,0.0605589,0.378438264,3,17,5
PE131024,4,1,0.480466992,0.906086326,3,17,5
PE131025,4,1,0.445511997,0.86216259,3,17,5
PE131026,4,1,-0.200247005,0.050714806,3,17,5
PE131028,4,1,-2.785320044,-3.197636127,3,17,5
PE131029,4,1,0.532977998,0.972070634,3,17,5
PE131030,4,1,-0.046793502,0.24354139,3,17,5
PE131031,4,1,0.733507991,1.224052548,3,17,5
PE131032,4,1,-0.976684988,-0.924941599,3,17,5
PE131035,4,1,-0.077451497,0.205017179,3,17,5
PE131038,4,1,-1.072620034,-1.045491576,3,17,5
PE131039,4,1,1.478950024,2.160760164,3,17,5
PE131040,4,1,-0.953853011,-0.89625138,3,17,5
PE131041,4,1,-0.443672001,-0.25516817,3,17,5
PE131042,4,1,1.017019987,1.58030808,3,17,5
PE131044,4,1,0.716831982,1.20309782,3,17,5
PE131045,4,1,-0.528191984,-0.361374259,3,17,5
PE131046,4,1,0.050403599,0.365677327,3,17,5
PE131048,4,1,0.172612995,0.519243181,3,17,5
PE131049,4,1,0.082040899,0.405432105,3,17,5
PE131050,4,1,0.117284,0.449717879,3,17,5
PE131051,4,1,-0.288944006,-0.060740065,3,17,5
PE131052,4,1,0.36738199,0.763985991,3,17,5
PE131054,4,1,0.182321995,0.531443357,3,17,5
PE131055,4,1,-0.537653029,-0.373262823,3,17,5
PE131056,4,1,0.831827998,1.347599506,3,17,5
PE131058,4,1,0.384956002,0.786069155,3,17,5
PE131060,4,1,0.820627987,1.333525777,3,17,5
PE131061,4,1,0.285001993,0.660468936,3,17,5
PE131063,4,1,-0.320730001,-0.100681707,3,17,5
PE131064,4,1,0.211200997,0.567732096,3,17,5
PE131065,4,1,-0.273561001,-0.041410089,3,17,5
PE131066,4,1,-0.843131006,-0.757120311,3,17,5
PE131067,4,1,-0.752363026,-0.643063128,3,17,5
PE131068,4,1,-0.175414994,0.08191821,3,17,5
PE131069,4,1,-0.409898013,-0.212728441,3,17,5
PE131070,4,1,0.501376987,0.932361424,3,17,5
PE131071,4,1,-0.096939102,0.180529445,3,17,5
PE131072,4,1,0.278798014,0.652673185,3,17,5
PE131073,4,1,-0.331420004,-0.114114553,3,17,5
PE131074,4,1,0.323700011,0.709096134,3,17,5
PE131075,4,1,-0.793268025,-0.694463491,3,17,5
PE131076,4,1,-0.496147007,-0.321107209,3,17,5
PE131079,4,1,0.213138998,0.570167363,3,17,5
PE131080,4,1,-0.603483975,-0.455984682,3,17,5
PE131081,4,1,-0.845983028,-0.7607041,3,17,5
PE131082,4,1,1.02531004,1.590725183,3,17,5
PE131083,4,1,-0.636901975,-0.497977048,3,17,5
PE131084,4,1,0.51355499,0.947664082,3,17,5
PE131085,4,1,0.577090025,1.027500868,3,17,5
PE131086,4,1,-0.079434402,0.202525496,3,17,5
PE131087,4,1,0.348307997,0.74001801,3,17,5
PE131088,4,1,-0.367392987,-0.159317479,3,17,5
PE131089,4,1,0.462428004,0.883418918,3,17,5
PE131090,4,1,-0.462716013,-0.279098481,3,17,5
PE131091,4,1,0.235989004,0.598880231,3,17,5
PE131092,4,1,0.783043027,1.286297321,3,17,5
PE131093,4,1,-0.213482007,0.034083966,3,17,5
PE131094,4,1,-0.723905981,-0.607304573,3,17,5
PE131095,4,1,-0.21661,0.030153396,3,17,5
PE131097,4,1,-0.572393,-0.41691637,3,17,5
PE131098,4,1,0.083723404,0.407546312,3,17,5
PE131099,4,1,-0.247577995,-0.008760367,3,17,5
PE131100,4,1,-0.429538012,-0.237407669,3,17,5
PE131101,4,1,-0.445006996,-0.256845683,3,17,5
PE131102,4,1,0.086268403,0.410744309,3,17,5
PE141001,4,1,-0.0911806,0.187765464,3,17,5
PE141002,4,1,0.847845972,1.367727399,3,17,5
PE141003,4,1,-0.569146991,-0.412837505,3,17,5
PE141005,4,1,0.724548995,1.2127949,3,17,5
PE141006,4,1,-0.234708995,0.007410561,3,17,5
PE141008,4,1,-0.526283979,-0.358976722,3,17,5
PE141009,4,1,0.209830999,0.566010594,3,17,5
PE141010,4,1,-0.056832802,0.230926216,3,17,5
PE141011,4,1,0.793254018,1.299128294,3,17,5
PE141013,4,1,0.355985999,0.749666035,3,17,5
PE141015,4,1,1.128659964,1.720592618,3,17,5
PE141016,4,1,-0.807008982,-0.711730123,3,17,5
PE141017,4,1,0.564875007,1.012151718,3,17,5
PE141018,4,1,1.51681006,2.208334208,3,17,5
PE141019,4,1,0.0801882,0.403104067,3,17,5
PE141020,4,1,-0.447097987,-0.259473175,3,17,5
PE141022,4,1,0.526723027,0.964210749,3,17,5
PE141023,4,1,-0.365655005,-0.157133564,3,17,5
PE141024,4,1,0.042199899,0.355368704,3,17,5
PE141025,4,1,-0.290010989,-0.062080815,3,17,5
PE141026,4,1,-0.72094202,-0.603580117,3,17,5
PE141027,4,1,-0.280074,-0.049594194,3,17,5
PE141028,4,1,0.867684007,1.392655492,3,17,5
PE141029,4,1,-0.922541976,-0.856906533,3,17,5
PE141030,4,1,-0.638300002,-0.499733806,3,17,5
PE141031,4,1,-0.190595001,0.062843323,3,17,5
PE141032,4,1,0.51335901,0.947417796,3,17,5
PE141033,4,1,0.319467008,0.703777015,3,17,5
PE141034,4,1,-0.273604006,-0.041464128,3,17,5
PE141035,4,1,-0.406764001,-0.208790302,3,17,5
PE141036,4,1,0.76749599,1.266761184,3,17,5
PE141037,4,1,-0.670315027,-0.539963245,3,17,5
PE141038,4,1,0.556285977,1.001358986,3,17,5
PE141039,4,1,-0.406130999,-0.207994893,3,17,5
PE141040,4,1,0.579074979,1.029995203,3,17,5
PE141041,4,1,-0.330877006,-0.113432229,3,17,5
PE141042,4,1,0.392040998,0.794972003,3,17,5
PE141044,4,1,0.632378995,1.096975923,3,17,5
PE141046,4,1,1.664010048,2.393302679,3,17,5
PE141047,4,1,0.0856435,0.409959078,3,17,5
PE141048,4,1,1.852290034,2.629891634,3,17,5
PE141049,4,1,0.763072014,1.261202097,3,17,5
PE141050,4,1,1.217239976,1.831900477,3,17,5
PE141051,4,1,-0.509819984,-0.338288397,3,17,5
PE141052,4,1,1.062639952,1.637633204,3,17,5
PE141053,4,1,0.504854023,0.936730623,3,17,5
PE141055,4,1,0.072856799,0.393891573,3,17,5
PE141056,4,1,-0.148276001,0.116020523,3,17,5
PE141057,4,1,-0.640543997,-0.502553582,3,17,5
PE141059,4,1,-0.201543003,0.04908628,3,17,5
PE141060,4,1,0.423842013,0.834932566,3,17,5
PE141061,4,1,-0.660952985,-0.528199077,3,17,5
PE141063,4,1,0.564019024,1.011076212,3,17,5
PE141064,4,1,-1.071509957,-1.044096708,3,17,5
PE141065,4,1,-0.184465006,0.07054615,3,17,5
PE141066,4,1,0.725520015,1.214015007,3,17,5
PE141067,4,1,-0.560203016,-0.401598692,3,17,5
PE141068,4,1,-1.326589942,-1.364625096,3,17,5
PE141069,4,1,1.270390034,1.89868784,3,17,5
PE141070,4,1,0.239831999,0.603709221,3,17,5
PE141071,4,1,-0.392165005,-0.190445498,3,17,5
PE141072,4,1,0.51294601,0.946898818,3,17,5
PE141073,4,1,0.197309002,0.550275683,3,17,5
PE141074,4,1,0.078150399,0.400543392,3,17,5
PE141075,4,1,-0.032260701,0.261803031,3,17,5
PE141077,4,1,-0.612522006,-0.467341691,3,17,5
PE141078,4,1,-0.315804988,-0.094493039,3,17,5
PE141079,4,1,-0.361797005,-0.15228568,3,17,5
PE141080,4,1,0.112046003,0.443135917,3,17,5
PE141081,4,1,-1.227169991,-1.239696026,3,17,5
PE141082,4,1,1.355849981,2.006075144,3,17,5
PE141083,4,1,1.06833005,1.644783258,3,17,5
PE141084,4,1,0.063087299,0.3816154,3,17,5
PE141085,4,1,0.951803029,1.498357773,3,17,5
PE141086,4,1,0.0150576,0.32126224,3,17,5
PE141087,4,1,0.551400006,0.99521935,3,17,5
PE141088,4,1,0.162965,0.507119715,3,17,5
PE141089,4,1,-0.311935008,-0.089630097,3,17,5
PE141090,4,1,0.723236978,1.211146235,3,17,5
PE141091,4,1,-0.235007003,0.00703609,3,17,5
PE141092,4,1,1.664590001,2.394031525,3,17,5
PE141093,4,1,0.635819018,1.101298571,3,17,5
PE141094,4,1,-0.567659974,-0.410968959,3,17,5
PE141095,4,1,0.575603008,1.025632381,3,17,5
PE141097,4,1,0.678582013,1.155033708,3,17,5
PE141098,4,1,0.142396003,0.481273144,3,17,5
PE141099,4,1,-1.076859951,-1.050819397,3,17,5
PE141100,4,1,-0.550674021,-0.389624745,3,17,5
PE141101,4,1,1.139299989,1.733962655,3,17,5
PE141102,4,1,0.317995012,0.701927304,3,17,5
PE141103,4,1,-0.624562025,-0.48247093,3,17,5
PE141104,4,1,1.168730021,1.77094388,3,17,5
PE151001,4,1,-0.977385998,-0.925822437,3,17,5
PE151002,4,1,-0.030272299,0.264301598,3,17,5
PE151003,4,1,-0.423335999,-0.229614347,3,17,5
PE151004,4,1,-0.202641994,0.047705311,3,17,5
PE151005,4,1,-1.494210005,-1.575253129,3,17,5
PE151006,4,1,0.710596979,1.195263028,3,17,5
PE151009,4,1,1.445129991,2.118262529,3,17,5
PE151010,4,1,-0.514714003,-0.344438106,3,17,5
PE151011,4,1,-0.368146986,-0.160264939,3,17,5
PE151013,4,1,0.92039299,1.458888531,3,17,5
PE151014,4,1,-1.104969978,-1.086141944,3,17,5
PE151015,4,1,-1.476169944,-1.552584291,3,17,5
PE151016,4,1,0.039264899,0.351680666,3,17,5
PE151017,4,1,-0.508771002,-0.33697027,3,17,5
PE151019,4,1,0.067221999,0.386810988,3,17,5
PE151020,4,1,0.969358981,1.520418167,3,17,5
PE151021,4,1,0.573890984,1.023481011,3,17,5
PE151022,4,1,1.146340013,1.742809057,3,17,5
PE151023,4,1,-1.130499959,-1.118222356,3,17,5
PE151024,4,1,-0.670045972,-0.539625168,3,17,5
PE151025,4,1,-0.386126012,-0.182857022,3,17,5
PE151026,4,1,-0.034740102,0.258687466,3,17,5
PE151027,4,1,-1.193899989,-1.197889566,3,17,5
PE151028,4,1,-1.52639997,-1.615702391,3,17,5
PE151029,4,1,-0.699626029,-0.576794863,3,17,5
PE151030,4,1,-0.868947029,-0.789560199,3,17,5
PE151031,4,1,-0.827946007,-0.738039136,3,17,5
PE151032,4,1,-1.975029945,-2.17944169,3,17,5
PE151033,4,1,-0.113277003,0.159999564,3,17,5
PE151034,4,1,-1.795740008,-1.954149723,3,17,5
PE151035,4,1,-1.336459994,-1.377027631,3,17,5
PE151036,4,1,0.086127996,0.41056788,3,17,5
PE151037,4,1,-0.862209022,-0.781093359,3,17,5
PE151038,4,1,-1.079550028,-1.054199696,3,17,5
PE151040,4,1,-0.46735701,-0.284930259,3,17,5
PE151041,4,1,-0.482075989,-0.303425848,3,17,5
PE151042,4,1,-1.708500028,-1.844525695,3,17,5
PE151043,4,1,-0.497648001,-0.322993308,3,17,5
PE151044,4,1,-0.310622007,-0.087980203,3,17,5
PE151045,4,1,-1.051040053,-1.018374681,3,17,5
PE151046,4,1,-0.919722974,-0.853364229,3,17,5
PE151047,4,1,0.152035996,0.493386567,3,17,5
PE151048,4,1,-0.895973027,-0.823520541,3,17,5
PE151049,4,1,-0.054782499,0.233502582,3,17,5
PE151050,4,1,0.579883993,1.031011701,3,17,5
PE151051,4,1,-1.496580005,-1.578231215,3,17,5
PE151052,4,1,-0.427273989,-0.23456274,3,17,5
PE151061,4,1,-0.809526026,-0.714892983,3,17,5
PE151062,4,1,-0.68504101,-0.558467627,3,17,5
PE151063,4,1,-0.346210003,-0.13269937,3,17,5
PE151064,4,1,0.148110002,0.488453239,3,17,5
PE151065,4,1,0.262793988,0.632562816,3,17,5
PE151066,4,1,1.297189951,1.932363987,3,17,5
PE151067,4,1,-0.820581019,-0.728784442,3,17,5
PE151069,4,1,-1.123080015,-1.10889864,3,17,5
PE151070,4,1,-0.867745996,-0.788051009,3,17,5
PE151071,4,1,-0.456671,-0.271502435,3,17,5
PE151072,4,1,-0.737553,-0.624453127,3,17,5
PE151073,4,1,0.35273701,0.745583415,3,17,5
PE151074,4,1,-0.543833971,-0.381029665,3,17,5
PE151075,4,1,-0.411500007,-0.214741468,3,17,5
PE151076,4,1,-0.36590901,-0.157452747,3,17,5
PE151077,4,1,-0.403685987,-0.204922542,3,17,5
PE151078,4,1,0.326061994,0.712064147,3,17,5
PE151079,4,1,-0.409379005,-0.212076262,3,17,5
PE151080,4,1,0.444711,0.861156106,3,17,5
PE151081,4,1,-1.011129975,-0.968224466,3,17,5
PE151082,4,1,-1.431419969,-1.496352434,3,17,5
PE151083,4,1,0.955132008,1.502540827,3,17,5
PE151084,4,1,0.504312992,0.936050773,3,17,5
PE151085,4,1,-0.424712986,-0.23134464,3,17,5
PE151086,4,1,-0.746501982,-0.635698259,3,17,5
PE151087,4,1,-1.189370036,-1.192197323,3,17,5
PE151088,4,1,-0.934073985,-0.871397436,3,17,5
PE151089,4,1,0.417553991,0.827031136,3,17,5
PE151090,4,1,0.788356006,1.292973518,3,17,5
PE151091,4,1,0.354393989,0.747665524,3,17,5
PE151092,4,1,-1.376170039,-1.426926494,3,17,5
PE151094,4,1,0.708195984,1.192246079,3,17,5
PE151095,4,1,-0.500944972,-0.327136219,3,17,5
PE151096,4,1,-1.77681005,-1.930362701,3,17,5
PE151097,4,1,-1.20547998,-1.212440729,3,17,5
PE151099,4,1,-0.183963999,0.071175702,3,17,5
PE151100,4,1,-0.32911101,-0.111213118,3,17,5
PE151101,4,1,0.607518017,1.065736175,3,17,5
PE151102,4,1,0.000252052,0.302657902,3,17,5
PE151103,4,1,0.40259099,0.80822891,3,17,5
PE151104,4,1,-0.040990502,0.250833333,3,17,5
PE151105,4,1,-0.768445015,-0.663271427,3,17,5
PE151106,4,1,-0.385401011,-0.181945994,3,17,5
PE151107,4,1,-0.574573994,-0.419656962,3,17,5
PE151108,4,1,-2.704890013,-3.0965693,3,17,5
PE151109,4,1,-0.823266983,-0.732159615,3,17,5
PE151110,4,1,-0.103758998,0.171959698,3,17,5
PE151111,4,1,-1.541569948,-1.634764671,3,17,5
PE151112,4,1,-1.087389946,-1.064051151,3,17,5
PE161001,4,1,-0.258082002,-0.021959491,3,17,5
PE161002,4,1,-0.734762013,-0.62094605,3,17,5
PE161003,4,1,-0.947764993,-0.888601303,3,17,5
PE161004,4,1,-0.300817996,-0.075660683,3,17,5
PE161005,4,1,-0.502713978,-0.329359114,3,17,5
PE161006,4,1,0.115387,0.44733417,3,17,5
PE161007,4,1,-0.707053006,-0.58612746,3,17,5
PE161008,4,1,-0.300805002,-0.075644359,3,17,5
PE161009,4,1,-1.231780052,-1.245488882,3,17,5
PE161010,4,1,-0.888179004,-0.813726723,3,17,5
PE161011,4,1,0.334208012,0.722300231,3,17,5
PE161012,4,1,-0.517277002,-0.347658724,3,17,5
PE161013,4,1,-0.759410024,-0.651918232,3,17,5
PE161014,4,1,-0.998199999,-0.951976895,3,17,5
PE161015,4,1,-1.791170001,-1.948407054,3,17,5
PE161016,4,1,-0.694203973,-0.569981575,3,17,5
PE161017,4,1,-1.273830056,-1.298328161,3,17,5
PE161018,4,1,0.00791984,0.312293082,3,17,5
PE161019,4,1,-0.159105003,0.102413021,3,17,5
PE161020,4,1,1.402860045,2.065146923,3,17,5
PE161021,4,1,-0.377090991,-0.171503797,3,17,5
PE161022,4,1,-0.420727015,-0.226335943,3,17,5
PE161023,4,1,-0.554403007,-0.394310504,3,17,5
PE161024,4,1,-1.367619991,-1.416182637,3,17,5
PE161025,4,1,-0.654160023,-0.519663155,3,17,5
PE161026,4,1,-1.541970015,-1.635267377,3,17,5
PE161027,4,1,-1.809999943,-1.972068429,3,17,5
PE161028,4,1,-0.783986986,-0.682801127,3,17,5
PE161029,4,1,-1.566759944,-1.666417956,3,17,5
PE161030,4,1,-3.023910046,-3.497443438,3,17,5
PE161031,4,1,-3.085109949,-3.574346066,3,17,5
PE161032,4,1,0.295951992,0.674228489,3,17,5
PE161033,4,1,-0.538896978,-0.374825954,3,17,5
PE161034,4,1,-0.446660012,-0.258922845,3,17,5
PE161035,4,1,-0.188640997,0.065298684,3,17,5
PE161036,4,1,-0.292445004,-0.065139346,3,17,5
PE161037,4,1,-0.381352991,-0.176859334,3,17,5
PE161038,4,1,-2.189189911,-2.44855094,3,17,5
PE161039,4,1,-0.955918014,-0.898846209,3,17,5
PE161040,4,1,-0.54668498,-0.384612203,3,17,5
PE161041,4,1,-0.572749019,-0.417363733,3,17,5
PE161042,4,1,-1.317409992,-1.353089809,3,17,5
PE161044,4,1,0.50977999,0.942920446,3,17,5
PE161045,4,1,-0.367641002,-0.159629136,3,17,5
PE161046,4,1,-0.181600004,0.074146248,3,17,5
PE161047,4,1,-1.46333003,-1.536449909,3,17,5
PE161048,4,1,0.085262902,0.40948081,3,17,5
PE161049,4,1,-1.26741004,-1.290260792,3,17,5
PE161050,4,1,-0.397327989,-0.19693321,3,17,5
PE161052,4,1,-1.370489955,-1.419788957,3,17,5
PE161053,4,1,-1.105280042,-1.08653152,3,17,5
PE161054,4,1,-0.311026007,-0.088487864,3,17,5
PE161055,4,1,-0.906726003,-0.837032497,3,17,5
PE161056,4,1,-0.436287999,-0.245889574,3,17,5
PE161057,4,1,-0.242292002,-0.002118093,3,17,5
PE161058,4,1,-1.146569967,-1.138415575,3,17,5
PE161059,4,1,0.77085501,1.270982146,3,17,5
PE161061,4,1,-0.504198015,-0.331223935,3,17,5
PE161062,4,1,-0.333442003,-0.116655357,3,17,5
PE161063,4,1,0.239714995,0.603562236,3,17,5
PE161064,4,1,-0.119480997,0.152203754,3,17,5
PE161065,4,1,1.349650025,1.99828434,3,17,5
PE161066,4,1,-0.216244996,0.030612051,3,17,5
PE161067,4,1,-1.682520032,-1.811879754,3,17,5
PE161068,4,1,-1.131739974,-1.11978054,3,17,5
PE161069,4,1,-0.651943028,-0.516877353,3,17,5
PE161070,4,1,-1.495489955,-1.576861501,3,17,5
PE161071,4,1,0.825048983,1.339081168,3,17,5
PE161072,4,1,-1.090049982,-1.06739378,3,17,5
PE161073,4,1,-1.145689964,-1.13730979,3,17,5
PE161074,4,1,-0.987919986,-0.939059258,3,17,5
PE161075,4,1,-1.348870039,-1.392621875,3,17,5
PE161076,4,1,0.158516005,0.501529217,3,17,5
PE161077,4,1,-1.112480044,-1.095578909,3,17,5
PE161078,4,1,-0.0296364,0.265100658,3,17,5
PE161079,4,1,-1.302469969,-1.334316492,3,17,5
PE161080,4,1,-1.598899961,-1.706804395,3,17,5
PE161081,4,1,-1.621099949,-1.734700441,3,17,5
PE161082,4,1,-1.013870001,-0.971667528,3,17,5
PE161083,4,1,0.423958987,0.835079551,3,17,5
PE161084,4,1,-0.676280022,-0.547458708,3,17,5
PE161085,4,1,-0.387993008,-0.185203046,3,17,5
PE161086,4,1,-1.096169949,-1.075083971,3,17,5
PE161087,4,1,-0.929112017,-0.865162313,3,17,5
PE161088,4,1,0.477293015,0.902098,3,17,5
PE161089,4,1,-0.967718005,-0.913673818,3,17,5
PE161090,4,1,-0.401762009,-0.202504903,3,17,5
PE161091,4,1,0.238971993,0.602628589,3,17,5
PE161092,4,1,-0.796063006,-0.697975636,3,17,5
PE161093,4,1,-1.645320058,-1.765134931,3,17,5
PE161094,4,1,-1.402580023,-1.460112691,3,17,5
PE161095,4,1,-1.315719962,-1.350966096,3,17,5
PE161096,4,1,-0.827005029,-0.736856759,3,17,5
PE161097,4,1,0.421216995,0.831633985,3,17,5
PE161098,4,1,-1.050719976,-1.017972469,3,17,5
PE161099,4,1,-0.863132,-0.782253146,3,17,5
PE161100,4,1,-2.249609947,-2.524473429,3,17,5
PE161101,4,1,-1.022340059,-0.982310832,3,17,5
PE161102,4,1,-0.537114024,-0.372585535,3,17,5
PE161103,4,1,-1.964810014,-2.166599751,3,17,5
PE161105,4,1,-0.918561995,-0.851905406,3,17,5
PE161106,4,1,-0.957717001,-0.901106775,3,17,5
PE161107,4,1,-0.962228,-0.906775236,3,17,5
PE161108,4,1,-0.452915996,-0.266783983,3,17,5
PE171001,4,1,-0.551568985,-0.390749335,3,17,5
PE171002,4,1,0.0144709,0.32052502,3,17,5
PE171003,4,1,0.156717002,0.499268621,3,17,5
PE171004,4,1,0.170624003,0.516743839,3,17,5
PE171005,4,1,-0.057789098,0.229724556,3,17,5
PE171007,4,1,-1.100520015,-1.080550194,3,17,5
PE171008,4,1,-1.737210035,-1.880602121,3,17,5
PE171010,4,1,-0.522804976,-0.354605079,3,17,5
PE171011,4,1,-0.395628989,-0.194798276,3,17,5
PE171013,4,1,-0.422459006,-0.228512332,3,17,5
PE171014,4,1,0.534841001,0.974411607,3,17,5
PE171015,4,1,0.181231007,0.530072391,3,17,5
PE171016,4,1,-0.109107003,0.165239498,3,17,5
PE171017,4,1,0.910596013,1.446577787,3,17,5
PE171018,4,1,-0.841986001,-0.755681515,3,17,5
PE171019,4,1,-0.853578985,-0.770249069,3,17,5
PE171020,4,1,-1.147840023,-1.140011549,3,17,5
PE171022,4,1,0.443789005,0.859997511,3,17,5
PE171023,4,1,0.433894008,0.847563684,3,17,5
PE171025,4,1,0.110326998,0.440975875,3,17,5
PE171026,4,1,-0.485426009,-0.307635397,3,17,5
PE171027,4,1,-1.060670018,-1.030475497,3,17,5
PE171028,4,1,0.128668994,0.464024037,3,17,5
PE171030,4,1,-0.542174995,-0.378945053,3,17,5
PE171031,4,1,-0.413866997,-0.217715785,3,17,5
PE171032,4,1,-0.429805994,-0.237744406,3,17,5
PE171033,4,1,0.387887001,0.789752185,3,17,5
PE171034,4,1,-0.978865981,-0.927682161,3,17,5
PE171035,4,1,-0.918915987,-0.852350235,3,17,5
PE171036,4,1,-0.544306993,-0.381624073,3,17,5
PE171037,4,1,0.131376997,0.467426866,3,17,5
PE171038,4,1,-0.433508992,-0.242397532,3,17,5
PE171039,4,1,-0.719422996,-0.601671338,3,17,5
PE171040,4,1,0.493692994,0.922705889,3,17,5
