childid,yc,round,theta_eap,ppvt_score,country,group,language
PE021063,1,2,-1.550889969,-0.117748849,3,15,5
PE021064,1,2,-2.639240026,-1.480010152,3,15,5
PE021065,1,2,-1.23360002,0.279395252,3,15,5
PE021066,1,2,-1.015580058,0.552285552,3,15,5
PE021067,1,2,-2.270279884,-1.018191695,3,15,5
PE021068,1,2,-0.97972101,0.597169459,3,15,5
PE021069,1,2,-1.360249996,0.120870568,3,15,5
PE021070,1,2,-1.240280032,0.271034062,3,15,5
PE021071,1,2,-0.812141001,0.806925297,3,15,5
PE021072,1,2,-1.545490026,-0.110989869,3,15,5
PE021073,1,2,-1.287170053,0.212342963,3,15,5
PE021074,1,2,-2.03876996,-0.728416383,3,15,5
PE021075,1,2,-1.816390038,-0.450068831,3,15,5
PE021077,1,2,-1.232689977,0.280534357,3,15,5
PE021078,1,2,-1.804610014,-0.435324043,3,15,5
PE021079,1,2,-0.818708003,0.798705518,3,15,5
PE021080,1,2,-2.360780001,-1.131468534,3,15,5
PE021081,1,2,-2.606250048,-1.438717365,3,15,5
PE021082,1,2,-1.762249947,-0.382302999,3,15,5
PE021083,1,2,-3.087790012,-2.041449308,3,15,5
PE021084,1,2,-0.991575003,0.582332075,3,15,5
PE021086,1,2,-1.277400017,0.224571869,3,15,5
PE021087,1,2,-0.932866991,0.655815482,3,15,5
PE021088,1,2,-1.436509967,0.02541782,3,15,5
PE021089,1,2,-1.08099997,0.470401049,3,15,5
PE021090,1,2,-0.612809002,1.05642426,3,15,5
PE021091,1,2,-2.086169958,-0.787745774,3,15,5
PE021092,1,2,-1.47397995,-0.021482447,3,15,5
PE021093,1,2,-0.571551025,1.108065844,3,15,5
PE021094,1,2,-0.414016008,1.305248618,3,15,5
PE021095,1,2,-1.303660035,0.191702843,3,15,5
PE021096,1,2,-0.661853015,0.995037079,3,15,5
PE021097,1,2,-1.696120024,-0.299529761,3,15,5
PE021098,1,2,-1.199589968,0.32196483,3,15,5
PE021099,1,2,-1.243739963,0.266703337,3,15,5
PE021100,1,2,-1.446259975,0.013213971,3,15,5
PE028001,0,2,1.486510038,3.684090853,3,13,5
PE028002,0,2,0.937475979,2.996878386,3,13,5
PE028003,0,2,0.474716008,2.417652845,3,13,5
PE028004,0,2,0.620804012,2.600507736,3,13,5
PE028006,0,2,1.416319966,3.596235752,3,13,5
PE028007,0,2,0.551352978,2.513577461,3,13,5
PE028008,0,2,0.177934006,2.046178102,3,13,5
PE028009,0,2,0.364077985,2.279170036,3,13,5
PE028010,0,2,0.52463299,2.480132818,3,13,5
PE028011,0,2,1.487589955,3.685442686,3,13,5
PE028012,0,2,0.841302991,2.876500845,3,13,5
PE028013,0,2,0.296611995,2.194724321,3,13,5
PE028014,0,2,1.09897995,3.199028969,3,13,5
PE028016,0,2,0.00435036,1.828907609,3,13,5
PE028018,0,2,0.179611996,2.048278332,3,13,5
PE028019,0,2,0.670988023,2.663321733,3,13,5
PE028020,0,2,0.255605996,2.143398285,3,13,5
PE028021,0,2,0.275330991,2.168087482,3,13,5
PE028022,0,2,0.64111799,2.625934124,3,13,5
PE028023,0,2,0.636695027,2.620398045,3,13,5
PE028024,0,2,0.99079901,3.063621521,3,13,5
PE031002,1,2,-2.923990011,-1.836424828,3,15,5
PE031003,1,2,-3.361809969,-2.38443327,3,15,5
PE031004,1,2,-3.213759899,-2.199122667,3,15,5
PE031006,1,2,-3.075489998,-2.026053667,3,15,5
PE031007,1,2,-3.174700022,-2.150232315,3,15,5
PE031010,1,2,-3.01522994,-1.950627565,3,15,5
PE031011,1,2,-2.253309965,-0.996950865,3,15,5
PE031013,1,2,-2.736099958,-1.601247311,3,15,5
PE031014,1,2,-3.303369999,-2.311285496,3,15,5
PE031015,1,2,-2.826469898,-1.714361191,3,15,5
PE031016,1,2,-2.951809883,-1.871246219,3,15,5
PE031017,1,2,-1.446499944,0.012913608,3,15,5
PE031018,1,2,-0.53846997,1.149472594,3,15,5
PE031019,1,2,-1.863790035,-0.509398222,3,15,5
PE031020,1,2,-2.293720007,-1.047531128,3,15,5
PE031021,1,2,-3.1370399,-2.103094101,3,15,5
PE031022,1,2,-2.230809927,-0.968788147,3,15,5
PE031023,1,2,-2.622169971,-1.458644032,3,15,5
PE031024,1,2,-2.104190111,-0.810301185,3,15,5
PE031025,1,2,-2.080879927,-0.781124413,3,15,5
PE031026,1,2,-1.142740011,0.393122524,3,15,5
PE031027,1,2,-1.502940059,-0.057731111,3,15,5
PE031028,1,2,-1.185220003,0.339951366,3,15,5
PE031029,1,2,-0.174532995,1.605003715,3,15,5
PE031030,1,2,-1.231330037,0.282236546,3,15,5
PE031031,1,2,-1.370460033,0.108090915,3,15,5
PE031032,1,2,-1.776409984,-0.400026768,3,15,5
PE031033,1,2,-1.392940044,0.079953231,3,15,5
PE031034,1,2,-2.011460066,-0.694233239,3,15,5
PE031036,1,2,-1.433599949,0.029060218,3,15,5
PE031037,1,2,-0.659453988,0.998039901,3,15,5
PE031038,1,2,-2.644279957,-1.486318469,3,15,5
PE031039,1,2,-2.273669958,-1.02243495,3,15,5
PE031040,1,2,-0.904806972,0.690937519,3,15,5
PE031041,1,2,-2.11841011,-0.828100026,3,15,5
PE031042,1,2,-0.647280991,1.013276577,3,15,5
PE031043,1,2,-0.842512012,0.768910587,3,15,5
PE031044,1,2,-1.461320043,-0.005636349,3,15,5
PE031045,1,2,-1.545109987,-0.110514186,3,15,5
PE031046,1,2,-3.207380056,-2.191137314,3,15,5
PE031047,1,2,-2.462379932,-1.25863862,3,15,5
PE031048,1,2,-1.474740028,-0.022433819,3,15,5
PE031049,1,2,-1.387459993,0.086812481,3,15,5
PE031050,1,2,-1.456560016,0.000321661,3,15,5
PE031051,1,2,-0.883193016,0.717991173,3,15,5
PE031053,1,2,-1.608019948,-0.189257056,3,15,5
PE031054,1,2,-0.793707013,0.829998672,3,15,5
PE031055,1,2,-3.105639935,-2.063791513,3,15,5
PE031056,1,2,-3.059540033,-2.006089449,3,15,5
PE031057,1,2,-2.638180017,-1.478683352,3,15,5
PE031058,1,2,-2.462579966,-1.258889079,3,15,5
PE031059,1,2,-1.885720015,-0.536847472,3,15,5
PE031060,1,2,-2.257730007,-1.002483368,3,15,5
PE031061,1,2,-2.267859936,-1.015162706,3,15,5
PE031062,1,2,-2.302050114,-1.057957768,3,15,5
PE031063,1,2,-2.274859905,-1.02392447,3,15,5
PE031064,1,2,-2.381279945,-1.157127738,3,15,5
PE031065,1,2,-2.299710035,-1.055028677,3,15,5
PE031066,1,2,-3.113310099,-2.073392153,3,15,5
PE031067,1,2,-2.694479942,-1.549152613,3,15,5
PE031068,1,2,-2.765969992,-1.63863492,3,15,5
PE031069,1,2,-3.067739964,-2.01635313,3,15,5
PE031070,1,2,-2.923500061,-1.835811496,3,15,5
PE031071,1,2,-2.980249882,-1.906843901,3,15,5
PE031072,1,2,-1.503520012,-0.058457024,3,15,5
PE031073,1,2,-2.540560007,-1.356494784,3,15,5
PE031074,1,2,-1.96194005,-0.632250249,3,15,5
PE031075,1,2,-1.690490007,-0.292482823,3,15,5
PE031076,1,2,-2.99071002,-1.919936538,3,15,5
PE031077,1,2,-2.503760099,-1.310433269,3,15,5
PE031078,1,2,-1.968250036,-0.640148282,3,15,5
PE031079,1,2,-1.397330046,0.074458376,3,15,5
PE031080,1,2,-2.371059895,-1.144335628,3,15,5
PE031081,1,2,-2.15534997,-0.87433672,3,15,5
PE031082,1,2,-0.935289979,0.652782679,3,15,5
PE031083,1,2,-1.396319985,0.075722642,3,15,5
PE031084,1,2,-2.285569906,-1.037329912,3,15,5
PE031085,1,2,-1.560739994,-0.130077884,3,15,5
PE031086,1,2,-3.014240026,-1.949388504,3,15,5
PE031088,1,2,-3.038130045,-1.979291081,3,15,5
PE031089,1,2,-1.54516995,-0.110589236,3,15,5
PE031090,1,2,-1.914720058,-0.573146105,3,15,5
PE031091,1,2,-3.194610119,-2.175153494,3,15,5
PE031092,1,2,-3.145370007,-2.113520622,3,15,5
PE031093,1,2,-2.728790045,-1.592097759,3,15,5
PE031094,1,2,-3.138829947,-2.105334759,3,15,5
PE031095,1,2,-2.523459911,-1.335090995,3,15,5
PE031096,1,2,-2.421540022,-1.207520366,3,15,5
PE031097,1,2,-2.032779932,-0.720918775,3,15,5
PE031098,1,2,-2.309099913,-1.066781759,3,15,5
PE031099,1,2,-1.575600028,-0.148677826,3,15,5
PE031101,1,2,-2.587599993,-1.415373564,3,15,5
PE038001,0,2,-1.287750006,0.211617053,3,13,5
PE038002,0,2,-1.433529973,0.029147806,3,13,5
PE038004,0,2,-1.195379972,0.327234358,3,13,5
PE038006,0,2,1.019019961,3.098944902,3,13,5
PE038007,0,2,0.299185008,2.197945118,3,13,5
PE038008,0,2,0.072048202,1.91364336,3,13,5
PE038009,0,2,0.180436,2.049309731,3,13,5
PE038010,0,2,0.365810007,2.281337976,3,13,5
PE038011,0,2,0.747201979,2.75871706,3,13,5
PE038012,0,2,0.790327013,2.812695503,3,13,5
PE038013,0,2,1.301270008,3.452230453,3,13,5
PE038014,0,2,1.158089995,3.273015499,3,13,5
PE038015,0,2,0.858484983,2.898007154,3,13,5
PE038016,0,2,0.731176019,2.738657713,3,13,5
PE038017,0,2,0.076375902,1.91906023,3,13,5
PE038019,0,2,-0.635417998,1.028125167,3,13,5
PE038020,0,2,-0.458236992,1.249898314,3,13,5
PE038021,0,2,0.63902998,2.62332058,3,13,5
PE038022,0,2,0.500849009,2.450362921,3,13,5
PE038023,0,2,1.023920059,3.10507822,3,13,5
PE038024,0,2,0.816721976,2.845733404,3,13,5
PE038025,0,2,1.245910048,3.38293767,3,13,5
PE041001,1,2,-1.384739995,0.090217032,3,15,5
PE041002,1,2,-2.329169989,-1.091902971,3,15,5
PE041003,1,2,-1.152590036,0.380793482,3,15,5
PE041005,1,2,-2.506580114,-1.313962936,3,15,5
PE041006,1,2,-2.734960079,-1.599820614,3,15,5
PE041008,1,2,-2.201590061,-0.93221432,3,15,5
PE041009,1,2,-1.607769966,-0.188944161,3,15,5
PE041010,1,2,-1.78512001,-0.410928905,3,15,5
PE041011,1,2,-1.719470024,-0.328756392,3,15,5
PE041012,1,2,-1.934499979,-0.597904146,3,15,5
PE041013,1,2,-1.219939947,0.296493232,3,15,5
PE041014,1,2,-2.060220003,-0.755264878,3,15,5
PE041015,1,2,-1.596410036,-0.174725205,3,15,5
PE041016,1,2,-1.609930038,-0.191647872,3,15,5
PE041017,1,2,-2.185199976,-0.911699235,3,15,5
PE041019,1,2,-2.137120008,-0.85151875,3,15,5
PE041021,1,2,-2.88083005,-1.782402515,3,15,5
PE041022,1,2,-2.761840105,-1.633465648,3,15,5
PE041023,1,2,-2.159120083,-0.879055679,3,15,5
PE041025,1,2,-3.123480082,-2.086121559,3,15,5
PE041026,1,2,-1.226179957,0.288682789,3,15,5
PE041027,1,2,-1.442749977,0.01760735,3,15,5
PE041028,1,2,-1.705160022,-0.310844928,3,15,5
PE041029,1,2,-2.325969934,-1.087897539,3,15,5
PE041030,1,2,-2.108720064,-0.815971196,3,15,5
PE041031,1,2,-2.145519972,-0.862032771,3,15,5
PE041032,1,2,-3.071680069,-2.021284819,3,15,5
PE041033,1,2,-2.674410105,-1.524031639,3,15,5
PE041034,1,2,-2.071089983,-0.768870533,3,15,5
PE041035,1,2,-2.408159971,-1.190772891,3,15,5
PE041036,1,2,-1.390359998,0.083182611,3,15,5
PE041037,1,2,-2.249180079,-0.991781592,3,15,5
PE041039,1,2,-2.826060057,-1.713848233,3,15,5
PE041040,1,2,-3.097450018,-2.053540468,3,15,5
PE041041,1,2,-1.975389957,-0.649085164,3,15,5
PE041042,1,2,-1.207180023,0.312464535,3,15,5
PE041043,1,2,-1.960899949,-0.630948365,3,15,5
PE041044,1,2,-2.143980026,-0.860105276,3,15,5
PE041045,1,2,-1.524080038,-0.084191509,3,15,5
PE041046,1,2,-2.152889967,-0.871257603,3,15,5
PE041047,1,2,-2.851569891,-1.745778322,3,15,5
PE041048,1,2,-1.889019966,-0.540977955,3,15,5
PE041049,1,2,-2.712790012,-1.572070837,3,15,5
PE041050,1,2,-3.119790077,-2.081502914,3,15,5
PE041051,1,2,-1.208999991,0.310186535,3,15,5
PE041052,1,2,-2.190310001,-0.91809535,3,15,5
PE041053,1,2,-2.155600071,-0.874649763,3,15,5
PE041054,1,2,-3.231159925,-2.220901966,3,15,5
PE041055,1,2,-2.524960041,-1.33696866,3,15,5
PE041056,1,2,-2.015490055,-0.699277461,3,15,5
PE041057,1,2,-3.240799904,-2.232968092,3,15,5
PE041058,1,2,-1.271759987,0.231631368,3,15,5
PE041059,1,2,-1.672099948,-0.269464433,3,15,5
PE041061,1,2,-1.955989957,-0.624802649,3,15,5
PE041062,1,2,-2.451679945,-1.245245695,3,15,5
PE041063,1,2,-1.629840016,-0.216568708,3,15,5
PE041064,1,2,-3.081310034,-2.033338308,3,15,5
PE041065,1,2,-2.090159893,-0.792739868,3,15,5
PE041066,1,2,-3.106290102,-2.064605474,3,15,5
PE041067,1,2,-1.451820016,0.006254604,3,15,5
PE041068,1,2,-2.950350046,-1.869418979,3,15,5
PE041069,1,2,-2.513900042,-1.323125124,3,15,5
PE041070,1,2,-1.643550038,-0.233729199,3,15,5
PE041072,1,2,-2.79324007,-1.672768235,3,15,5
PE041073,1,2,-3.075550079,-2.026128769,3,15,5
PE041074,1,2,-2.986550093,-1.914729714,3,15,5
PE041075,1,2,-2.740329981,-1.606541991,3,15,5
PE041076,1,2,-3.159320116,-2.130981684,3,15,5
PE041077,1,2,-2.736099958,-1.601247311,3,15,5
PE041078,1,2,-2.183619976,-0.909721613,3,15,5
PE041079,1,2,-3.041179895,-1.983108521,3,15,5
PE041080,1,2,-2.250699997,-0.993684053,3,15,5
PE041082,1,2,-2.31836009,-1.078372478,3,15,5
PE041083,1,2,-2.588500023,-1.416500092,3,15,5
PE041084,1,2,-2.131880045,-0.844959974,3,15,5
PE041085,1,2,-3.20423007,-2.187194347,3,15,5
PE041086,1,2,-2.055929899,-0.749895036,3,15,5
PE041087,1,2,-3.007090092,-1.940439105,3,15,5
PE041088,1,2,-2.896909952,-1.802529335,3,15,5
PE041089,1,2,-1.954890013,-0.623425901,3,15,5
PE041091,1,2,-3.285209894,-2.288554907,3,15,5
PE041093,1,2,-3.341310024,-2.358774185,3,15,5
PE041097,1,2,-2.553999901,-1.373317122,3,15,5
PE041098,1,2,-2.857470036,-1.753163338,3,15,5
PE041099,1,2,-2.338829994,-1.10399425,3,15,5
PE041101,1,2,-2.198980093,-0.928947508,3,15,5
PE048001,0,2,0.536378026,2.494833708,3,13,5
PE048002,0,2,-0.176488996,1.602555394,3,13,5
PE048003,0,2,-0.662579,0.994128406,3,13,5
PE048004,0,2,0.711278975,2.713752985,3,13,5
PE048005,0,2,1.195940018,3.320391417,3,13,5
PE048006,0,2,0.149014995,2.009980917,3,13,5
PE048007,0,2,-0.664125979,0.99219209,3,13,5
PE048008,0,2,1.120000005,3.225339174,3,13,5
PE048009,0,2,-0.493097007,1.206264853,3,13,5
PE048010,0,2,-0.241799995,1.520807266,3,13,5
PE048012,0,2,-0.446846992,1.264154911,3,13,5
PE048013,0,2,0.639075994,2.623378277,3,13,5
PE048014,0,2,0.667083979,2.658435106,3,13,5
PE048015,0,2,0.344931006,2.255204201,3,13,5
PE048016,0,2,1.108170033,3.21053195,3,13,5
PE048017,0,2,0.717936993,2.722086668,3,13,5
PE048018,0,2,0.05525,1.892617464,3,13,5
PE048019,0,2,0.485570014,2.431238651,3,13,5
PE048020,0,2,0.151803002,2.01347065,3,13,5
PE048021,0,2,0.686662018,2.682940483,3,13,5
PE048022,0,2,0.668587029,2.660316467,3,13,5
PE048023,0,2,-0.486707985,1.214261889,3,13,5
PE048024,0,2,0.528901994,2.485476255,3,13,5
PE048025,0,2,1.003929973,3.080057144,3,13,5
PE048026,0,2,0.618346989,2.597432375,3,13,5
PE051001,1,2,-1.104640007,0.440811366,3,15,5
PE051003,1,2,-2.628799915,-1.466942549,3,15,5
PE051004,1,2,-1.429039955,0.034767851,3,15,5
PE051005,1,2,-2.029599905,-0.716938436,3,15,5
PE051007,1,2,-3.247459888,-2.241304159,3,15,5
PE051008,1,2,-3.119659901,-2.081340075,3,15,5
PE051009,1,2,-2.501470089,-1.307566881,3,15,5
PE051010,1,2,-1.793359995,-0.421242684,3,15,5
PE051011,1,2,-1.728189945,-0.339670926,3,15,5
PE051012,1,2,-1.409029961,0.059813876,3,15,5
PE051013,1,2,-2.841840029,-1.733599663,3,15,5
PE051014,1,2,-2.696150064,-1.551243067,3,15,5
PE051015,1,2,-3.195339918,-2.176066875,3,15,5
PE051016,1,2,-1.091560006,0.457183301,3,15,5
PE051017,1,2,-2.100579977,-0.805782437,3,15,5
PE051018,1,2,-2.85732007,-1.752975583,3,15,5
PE051019,1,2,-1.074579954,0.478436828,3,15,5
PE051020,1,2,-1.952990055,-0.621047735,3,15,5
PE051022,1,2,-3.224159956,-2.212140083,3,15,5
PE051023,1,2,-2.33581996,-1.100226641,3,15,5
PE051024,1,2,-2.076669931,-0.775854826,3,15,5
PE051025,1,2,-0.969263971,0.610258281,3,15,5
PE051026,1,2,-2.306740046,-1.063827991,3,15,5
PE051027,1,2,-1.690219998,-0.292144865,3,15,5
PE051028,1,2,-1.986819983,-0.663391829,3,15,5
PE051029,1,2,-2.024549961,-0.710617542,3,15,5
PE051030,1,2,-1.013679981,0.554663837,3,15,5
PE051031,1,2,-0.880765975,0.721029043,3,15,5
PE051032,1,2,-2.122800112,-0.833594859,3,15,5
PE051033,1,2,-1.43640995,0.025543008,3,15,5
PE051034,1,2,-2.943890095,-1.861333251,3,15,5
PE051035,1,2,-1.863379955,-0.508884966,3,15,5
PE051036,1,2,-2.055840015,-0.749782562,3,15,5
PE051037,1,2,-1.807520032,-0.438966453,3,15,5
PE051038,1,2,-1.894610047,-0.547974885,3,15,5
PE051039,1,2,-1.408329964,0.060690045,3,15,5
PE051040,1,2,-1.523949981,-0.084028721,3,15,5
PE051042,1,2,-1.739709973,-0.354090244,3,15,5
PE051043,1,2,-2.893759966,-1.798586607,3,15,5
PE051044,1,2,-1.480870008,-0.030106565,3,15,5
PE051046,1,2,-2.367880106,-1.140355587,3,15,5
PE051047,1,2,-1.607900023,-0.189106941,3,15,5
PE051048,1,2,-2.275589943,-1.024838209,3,15,5
PE051049,1,2,-1.420869946,0.044994052,3,15,5
PE051051,1,2,-3.368730068,-2.393095016,3,15,5
PE051052,1,2,-1.565260053,-0.135735527,3,15,5
PE051056,1,2,-2.818749905,-1.704698324,3,15,5
PE051057,1,2,-2.721839905,-1.583398461,3,15,5
PE051058,1,2,-3.054759979,-2.000106335,3,15,5
PE051059,1,2,-1.321009994,0.169986323,3,15,5
PE051060,1,2,-0.802146971,0.819434583,3,15,5
PE051061,1,2,-2.84352994,-1.735714912,3,15,5
PE051062,1,2,-3.166160107,-2.139543295,3,15,5
PE051063,1,2,-1.767770052,-0.38921237,3,15,5
PE051064,1,2,-2.458889961,-1.254270315,3,15,5
PE051065,1,2,-0.742265999,0.894386113,3,15,5
PE051067,1,2,-0.553632975,1.130493522,3,15,5
PE051068,1,2,-1.62263,-0.207544103,3,15,5
PE051069,1,2,-1.427469969,0.036732964,3,15,5
PE051070,1,2,-1.001719952,0.569633901,3,15,5
PE051071,1,2,-1.69896996,-0.30309698,3,15,5
PE051073,1,2,-1.403759956,0.066410214,3,15,5
PE051074,1,2,-2.071039915,-0.768807888,3,15,5
PE051075,1,2,-2.716609955,-1.576852202,3,15,5
PE051077,1,2,-1.923390031,-0.583998144,3,15,5
PE051078,1,2,-2.400789976,-1.181547999,3,15,5
PE051080,1,2,-2.078490019,-0.778132975,3,15,5
PE051081,1,2,-2.116499901,-0.825709045,3,15,5
PE051082,1,2,-3.046519995,-1.989792585,3,15,5
PE051083,1,2,-3.283720016,-2.286689997,3,15,5
PE051084,1,2,-1.399039984,0.072318085,3,15,5
PE051085,1,2,-1.368700027,0.110293873,3,15,5
PE051086,1,2,-2.499249935,-1.304787993,3,15,5
PE051087,1,2,-1.240159988,0.271184325,3,15,5
PE051088,1,2,-1.529049993,-0.090412281,3,15,5
PE051089,1,2,-2.973180056,-1.897994757,3,15,5
PE051090,1,2,-2.359719992,-1.130141735,3,15,5
PE051091,1,2,-1.370090008,0.108554065,3,15,5
PE051092,1,2,-3.101310015,-2.058372021,3,15,5
PE051093,1,2,-1.988170028,-0.66508168,3,15,5
PE051095,1,2,-0.831607997,0.782558918,3,15,5
PE051099,1,2,-2.147559881,-0.864586055,3,15,5
PE051100,1,2,-2.539589882,-1.355280519,3,15,5
PE051102,1,2,-2.704750061,-1.562007427,3,15,5
PE051103,1,2,-1.750200033,-0.367220402,3,15,5
PE051104,1,2,-1.668030024,-0.264370203,3,15,5
PE051105,1,2,-1.381870031,0.093809299,3,15,5
PE058001,0,2,0.291970998,2.188915491,3,13,5
PE058002,0,2,0.896579027,2.945688486,3,13,5
PE058004,0,2,1.58138001,3.802837372,3,13,5
PE058005,0,2,0.637308002,2.621165276,3,13,5
PE058006,0,2,1.274539948,3.418773174,3,13,5
PE058008,0,2,-0.156108007,1.628065825,3,13,5
PE058011,0,2,0.511043012,2.463122606,3,13,5
PE058013,0,2,-0.684282005,0.966963291,3,13,5
PE058014,0,2,0.484371006,2.429737806,3,13,5
PE058015,0,2,0.347131014,2.257957935,3,13,5
PE058016,0,2,0.245862007,2.131201982,3,13,5
PE058017,0,2,1.048830032,3.13625741,3,13,5
PE058019,0,2,0.0113353,1.837650537,3,13,5
PE058020,0,2,1.222869992,3.354099035,3,13,5
PE058021,0,2,0.561789989,2.526641369,3,13,5
PE058022,0,2,0.537505984,2.496245623,3,13,5
PE058023,0,2,1.082900047,3.178902149,3,13,5
PE058025,0,2,0.403699011,2.328762531,3,13,5
PE058026,0,2,0.350084007,2.261654139,3,13,5
PE058027,0,2,1.113510013,3.217215776,3,13,5
PE058028,0,2,0.359315991,2.273209572,3,13,5
PE058029,0,2,-0.271780998,1.483280778,3,13,5
PE061001,1,2,-3.060309887,-2.007053137,3,15,5
PE061002,1,2,-1.091429949,0.457346082,3,15,5
PE061003,1,2,-1.002470016,0.568695068,3,15,5
PE061004,1,2,-0.839239001,0.773007333,3,15,5
PE061005,1,2,-1.346650004,0.137893349,3,15,5
PE061006,1,2,-1.847059965,-0.48845762,3,15,5
PE061007,1,2,-1.107949972,0.436668366,3,15,5
PE061008,1,2,-2.118690014,-0.828450382,3,15,5
PE061009,1,2,-1.470860004,-0.017577287,3,15,5
PE061010,1,2,-1.622560024,-0.207456514,3,15,5
PE061011,1,2,-1.666599989,-0.262580276,3,15,5
PE061012,1,2,-1.440099955,0.020924319,3,15,5
PE061013,1,2,-1.397179961,0.074646235,3,15,5
PE061014,1,2,-0.737864971,0.899894774,3,15,5
PE061015,1,2,-1.614519954,-0.197392955,3,15,5
PE061016,1,2,-0.87005502,0.734435678,3,15,5
PE061018,1,2,-1.312630057,0.180475295,3,15,5
PE061019,1,2,-2.863159895,-1.760285258,3,15,5
PE061020,1,2,-2.053159952,-0.746427953,3,15,5
PE061021,1,2,-3.048500061,-1.992270947,3,15,5
PE061022,1,2,-1.273000002,0.230079263,3,15,5
PE061023,1,2,-0.828661025,0.786247551,3,15,5
PE061024,1,2,-1.719030023,-0.328205675,3,15,5
PE061025,1,2,-1.45073998,0.007606458,3,15,5
PE061026,1,2,-1.942980051,-0.608518481,3,15,5
PE061027,1,2,-2.034120083,-0.722596228,3,15,5
PE061028,1,2,-1.748860002,-0.365543127,3,15,5
PE061029,1,2,-1.767609954,-0.389011979,3,15,5
PE061031,1,2,-0.874584019,0.728766859,3,15,5
PE061032,1,2,-2.528709888,-1.341662288,3,15,5
PE061033,1,2,-1.432250023,0.030749887,3,15,5
PE061034,1,2,-1.140470028,0.395963818,3,15,5
PE061035,1,2,-1.384660006,0.090317152,3,15,5
PE061036,1,2,-0.987966001,0.586849391,3,15,5
PE061037,1,2,-1.530689955,-0.092464983,3,15,5
PE061038,1,2,-1.37014997,0.108479016,3,15,5
PE061039,1,2,-1.621279955,-0.205854282,3,15,5
PE061040,1,2,-1.171210051,0.357487261,3,15,5
PE061041,1,2,-0.854656994,0.753709018,3,15,5
PE061043,1,2,-1.629160047,-0.215717599,3,15,5
PE061044,1,2,-0.631520987,1.033002973,3,15,5
PE061045,1,2,-1.512069941,-0.069158763,3,15,5
PE061046,1,2,-0.87193799,0.73207885,3,15,5
PE061047,1,2,-1.157580018,0.37454766,3,15,5
PE061048,1,2,-1.206969976,0.312727451,3,15,5
PE061049,1,2,-0.983419001,0.592540741,3,15,5
PE061050,1,2,-1.423889995,0.041213933,3,15,5
PE061051,1,2,-1.832970023,-0.470821589,3,15,5
PE061052,1,2,-0.392697006,1.331933141,3,15,5
PE061054,1,2,-1.441859961,0.018721363,3,15,5
PE061056,1,2,-2.374650002,-1.148829222,3,15,5
PE061057,1,2,-0.95795399,0.624414682,3,15,5
PE061059,1,2,-1.70551002,-0.311282992,3,15,5
PE061060,1,2,-0.775295019,0.85304451,3,15,5
PE061061,1,2,-0.505096972,1.191244841,3,15,5
PE061062,1,2,-1.23187995,0.281548232,3,15,5
PE061063,1,2,-2.532269955,-1.346118331,3,15,5
PE061064,1,2,-1.550269961,-0.116972797,3,15,5
PE061065,1,2,-2.017800093,-0.702168882,3,15,5
PE061066,1,2,-0.465411991,1.240917563,3,15,5
PE061067,1,2,-1.053050041,0.50538528,3,15,5
PE061068,1,2,-0.855414987,0.752760291,3,15,5
PE061069,1,2,-0.40288499,1.319181085,3,15,5
PE061070,1,2,-1.027959943,0.536789954,3,15,5
PE061071,1,2,-1.502050042,-0.0566171,3,15,5
PE061072,1,2,-2.109620094,-0.817097783,3,15,5
PE061073,1,2,-1.981899977,-0.657233596,3,15,5
PE061076,1,2,-0.595619023,1.077940583,3,15,5
PE061077,1,2,-1.999140024,-0.678812563,3,15,5
PE061078,1,2,-1.366449952,0.113110237,3,15,5
PE061079,1,2,-2.599669933,-1.430481195,3,15,5
PE061080,1,2,-1.591289997,-0.168316573,3,15,5
PE061081,1,2,-2.680510044,-1.531666875,3,15,5
PE061083,1,2,-1.98635006,-0.66280365,3,15,5
PE061084,1,2,-2.14064002,-0.855924666,3,15,5
PE061085,1,2,-1.437270045,0.024466448,3,15,5
PE061086,1,2,-0.167336002,1.614012003,3,15,5
PE061087,1,2,-1.672060013,-0.269414455,3,15,5
PE061088,1,2,-0.721741021,0.920076728,3,15,5
PE061089,1,2,-2.252629995,-0.99609977,3,15,5
PE061090,1,2,-1.424329996,0.040663194,3,15,5
PE061091,1,2,-1.026839972,0.538191795,3,15,5
PE061092,1,2,-1.375560045,0.101707354,3,15,5
PE061093,1,2,-1.395640016,0.076573744,3,15,5
PE061094,1,2,-3.119110107,-2.08065176,3,15,5
PE061095,1,2,-2.147569895,-0.864598572,3,15,5
PE061096,1,2,-1.4296,0.034066856,3,15,5
