childid,yc,round,theta_eap,ppvt_score,country,group,language
ET100005,1,3,-0.217898995,1.397371769,1,4,2
ET100006,1,3,-0.905377984,0.335166544,1,4,2
ET100007,1,3,-1.56735003,-0.687628627,1,4,2
ET100008,1,3,-1.36698997,-0.378057688,1,4,2
ET100009,1,3,-0.346641988,1.198454499,1,4,2
ET100010,1,3,-0.224682003,1.386891484,1,4,2
ET100011,1,3,-0.248239994,1.350492716,1,4,2
ET100012,1,3,-1.063809991,0.090377517,1,4,2
ET100013,1,3,0.449324012,2.428280115,1,4,2
ET100015,1,3,0.521583021,2.539925575,1,4,2
ET100016,1,3,-0.611679018,0.788952887,1,4,2
ET100017,1,3,-0.226264998,1.384445667,1,4,2
ET100019,1,3,-0.107225999,1.568369627,1,4,2
ET100020,1,3,-0.623218,0.771124303,1,4,2
ET100021,1,3,0.149752006,1.965419412,1,4,2
ET100022,1,3,-0.159970999,1.486874819,1,4,2
ET100024,1,3,0.119379997,1.918492436,1,4,2
ET100025,1,3,-0.178808004,1.457770228,1,4,2
ET100026,1,3,0.932734013,3.175183773,1,4,2
ET100027,1,3,-0.171131,1.469631791,1,4,2
ET100028,1,3,-0.210693002,1.408505559,1,4,2
ET100029,1,3,-1.117050052,0.008117734,1,4,2
ET100030,1,3,-0.975651979,0.226588085,1,4,2
ET100031,1,3,-0.127012998,1.537797332,1,4,2
ET100032,1,3,-0.751025975,0.573651671,1,4,2
ET100033,1,3,-1.405329943,-0.437295735,1,4,2
ET100034,1,3,-0.091944501,1.591980696,1,4,2
ET100035,1,3,-0.217364997,1.398196816,1,4,2
ET100036,1,3,-0.550200999,0.883940935,1,4,2
ET100037,1,3,-0.592419028,0.818710983,1,4,2
ET100038,1,3,0.442117006,2.417144775,1,4,2
ET100039,1,3,0.783115983,2.944013119,1,4,2
ET100040,1,3,-0.086792901,1.5999403,1,4,2
ET100041,1,3,0.44710499,2.424851418,1,4,2
ET100042,1,3,-0.458247006,1.026016593,1,4,2
ET100043,1,3,-0.604057014,0.800729454,1,4,2
ET100046,1,3,-1.094660044,0.042711932,1,4,2
ET100047,1,3,-1.06625998,0.086592101,1,4,2
ET100048,1,3,-0.415307999,1.092360497,1,4,2
ET100049,1,3,0.205972999,2.052284956,1,4,2
ET100050,1,3,-1.038130045,0.130054906,1,4,2
ET100051,1,3,0.049862102,1.811082244,1,4,2
ET100052,1,3,0.894768,3.116523504,1,4,2
ET100053,1,3,-0.142088994,1.514503717,1,4,2
ET100054,1,3,0.326817989,2.238999367,1,4,2
ET100055,1,3,0.610395014,2.677146435,1,4,2
ET100056,1,3,-0.032544501,1.68375802,1,4,2
ET100057,1,3,0.213588998,2.064052343,1,4,2
ET100058,1,3,-0.075513199,1.617368221,1,4,2
ET100059,1,3,-0.493308008,0.971844733,1,4,2
ET100061,1,3,-0.267565995,1.320632577,1,4,2
ET100062,1,3,-0.536858022,0.904556811,1,4,2
ET100063,1,3,0.00240072,1.737750888,1,4,2
ET100064,1,3,-1.023090005,0.153292865,1,4,2
ET100065,1,3,0.752393007,2.896543741,1,4,2
ET100068,1,3,-0.562155008,0.865471125,1,4,2
ET100069,1,3,-0.172346994,1.467752934,1,4,2
ET100071,1,3,0.0552155,1.81935358,1,4,2
ET100072,1,3,-0.438621998,1.056338668,1,4,2
ET100073,1,3,0.811441004,2.987777233,1,4,2
ET100075,1,3,1.433169961,3.948393822,1,4,2
ET100077,1,3,-1.403929949,-0.435132653,1,4,2
ET100079,1,3,-0.0568313,1.646233082,1,4,2
ET100080,1,3,-0.790431023,0.512767971,1,4,2
ET100081,1,3,0.428097993,2.395484209,1,4,2
ET100083,1,3,0.516286016,2.531741142,1,4,2
ET100084,1,3,0.146531001,1.960442781,1,4,2
ET100085,1,3,-0.196257994,1.430808663,1,4,2
ET100086,1,3,-0.681657016,0.68083179,1,4,2
ET100090,1,3,0.173993006,2.002873421,1,4,2
ET100094,1,3,-0.627703011,0.764194667,1,4,2
ET100095,1,3,-0.499098003,0.962898791,1,4,2
ET100097,1,3,1.122189999,3.46790719,1,4,2
ET100098,1,3,0.983206987,3.253168344,1,4,2
ET100099,1,3,1.157729983,3.522819042,1,4,2
ET100100,1,3,0.687192023,2.795803547,1,4,2
ET110001,1,3,0.260681003,2.136812925,1,4,2
ET110002,1,3,0.137395993,1.946328521,1,4,2
ET110003,1,3,-0.85948801,0.406069905,1,4,2
ET110004,1,3,-0.950685024,0.265163839,1,4,2
ET110005,1,3,-0.266005993,1.323042989,1,4,2
ET110006,1,3,-0.159324005,1.487874389,1,4,2
ET110007,1,3,0.450026006,2.429364681,1,4,2
ET110008,1,3,-1.17802,-0.08608529,1,4,2
ET110009,1,3,0.085532598,1.866195798,1,4,2
ET110011,1,3,0.162788004,1.985561013,1,4,2
ET110012,1,3,-0.254756987,1.340423465,1,4,2
ET110013,1,3,-0.302675009,1.266386628,1,4,2
ET110014,1,3,0.044971898,1.803526521,1,4,2
ET110015,1,3,-0.0100716,1.718480229,1,4,2
ET110016,1,3,0.745242,2.885494947,1,4,2
ET110017,1,3,-0.0496048,1.657398582,1,4,2
ET110019,1,3,-0.0119766,1.715536952,1,4,2
ET110020,1,3,-0.141886994,1.514815927,1,4,2
ET110021,1,3,-0.628866017,0.762397707,1,4,2
ET110022,1,3,0.032722801,1.784600735,1,4,2
ET110023,1,3,-0.431941003,1.066661239,1,4,2
ET110024,1,3,0.100886002,1.88991785,1,4,2
ET110025,1,3,-0.472564995,1.00389421,1,4,2
ET110026,1,3,-0.574379027,0.846584082,1,4,2
ET110027,1,3,-0.668440998,0.701251507,1,4,2
ET110028,1,3,-0.990493,0.203657627,1,4,2
ET110029,1,3,0.273952991,2.157319069,1,4,2
ET110030,1,3,0.565115988,2.607187033,1,4,2
ET110031,1,3,-0.669219017,0.7000494,1,4,2
ET110032,1,3,-0.275296003,1.308689237,1,4,2
ET110033,1,3,0.247376993,2.116257191,1,4,2
ET110034,1,3,-0.194216996,1.433962226,1,4,2
ET110035,1,3,0.58859098,2.643457651,1,4,2
ET110036,1,3,-0.639918029,0.745321572,1,4,2
ET110037,1,3,-0.605356991,0.798720896,1,4,2
ET110038,1,3,-0.674866021,0.691324353,1,4,2
ET110039,1,3,-0.560790002,0.867580116,1,4,2
ET110042,1,3,-0.387726992,1.134975076,1,4,2
ET110043,1,3,-0.35244301,1.189491391,1,4,2
ET110045,1,3,-1.096619964,0.039683711,1,4,2
ET110046,1,3,-0.392735988,1.127235889,1,4,2
ET110047,1,3,0.446431994,2.423811674,1,4,2
ET110048,1,3,-0.973128974,0.230486304,1,4,2
ET110049,1,3,-1.149459958,-0.041957937,1,4,2
ET110050,1,3,-0.707575023,0.640786529,1,4,2
ET110051,1,3,0.107681997,1.900418162,1,4,2
ET110052,1,3,-1.07415998,0.07438603,1,4,2
ET110053,1,3,-0.461089998,1.021623969,1,4,2
ET110054,1,3,-0.022095,1.69990325,1,4,2
ET110055,1,3,-0.139596,1.518355608,1,4,2
ET110056,1,3,0.753737986,2.898621798,1,4,2
ET110057,1,3,-0.862062991,0.402091354,1,4,2
ET110059,1,3,-0.78272301,0.524677455,1,4,2
ET110060,1,3,-0.064857401,1.633832216,1,4,2
ET110061,1,3,-0.187049001,1.445037246,1,4,2
ET110062,1,3,-0.967213988,0.239625394,1,4,2
ET110063,1,3,-1.590010047,-0.722639978,1,4,2
ET110064,1,3,-0.750905991,0.573837042,1,4,2
ET110065,1,3,0.727334023,2.857825756,1,4,2
ET110066,1,3,-0.471060991,1.006217957,1,4,2
ET110067,1,3,-0.804197013,0.49149853,1,4,2
ET110068,1,3,0.119508997,1.918691754,1,4,2
ET110069,1,3,-0.705166996,0.64450711,1,4,2
ET110070,1,3,-1.318779945,-0.303569674,1,4,2
ET110071,1,3,-0.541900992,0.896765053,1,4,2
ET110072,1,3,-0.00857222,1.720796943,1,4,2
ET110073,1,3,-0.885322988,0.366152972,1,4,2
ET110074,1,3,0.022923101,1.769459486,1,4,2
ET110075,1,3,-0.598847985,0.80877775,1,4,2
ET110076,1,3,-0.902418971,0.339738429,1,4,2
ET110077,1,3,-0.093876198,1.588996053,1,4,2
ET110078,1,3,-0.096998997,1.584171057,1,4,2
ET110079,1,3,-1.724509954,-0.930452168,1,4,2
ET110081,1,3,-0.0335209,1.682249427,1,4,2
ET110082,1,3,-0.867191017,0.394168198,1,4,2
ET110083,1,3,0.166704997,1.99161303,1,4,2
ET110084,1,3,-0.816788018,0.472044498,1,4,2
ET110085,1,3,0.717908978,2.843263388,1,4,2
ET110086,1,3,0.023281399,1.770013094,1,4,2
ET110088,1,3,-0.747358024,0.579318941,1,4,2
ET110089,1,3,-0.629312992,0.761707127,1,4,2
ET110091,1,3,-0.235056996,1.370861411,1,4,2
ET110092,1,3,-0.659285009,0.715398133,1,4,2
ET110093,1,3,-0.141246006,1.515806198,1,4,2
ET110094,1,3,0.188078001,2.024635792,1,4,2
ET110096,1,3,0.226233006,2.083588123,1,4,2
ET110098,1,3,-0.792816997,0.509081483,1,4,2
ET110099,1,3,-1.215549946,-0.144071802,1,4,2
ET110100,1,3,-0.378405005,1.1493783,1,4,2
ET190045,1,3,0.538370013,2.565862656,1,4,2
ET010056,1,4,0.415762007,2.376424313,1,5,2
ET020016,1,4,0.035393499,1.788727164,1,5,2
ET020054,1,4,0.119516,1.918702602,1,5,2
ET020089,1,4,0.728839993,2.860152721,1,5,2
ET080001,1,4,-0.058580101,1.643531084,1,5,2
ET080002,1,4,2.094909906,4.970830441,1,5,2
ET080003,1,4,0.233263001,2.094449997,1,5,2
ET080004,1,4,1.818230033,4.543339729,1,5,2
ET080005,1,4,0.096868202,1.883710027,1,5,2
ET080006,1,4,0.182814002,2.016502619,1,5,2
ET080007,1,4,1.916640043,4.695390701,1,5,2
ET080008,1,4,0.592290998,2.649174452,1,5,2
ET080009,1,4,1.364860058,3.842850208,1,5,2
ET080010,1,4,-0.170447007,1.470688581,1,5,2
ET080011,1,4,-0.183707997,1.450199366,1,5,2
ET080012,1,4,0.954266012,3.208452225,1,5,2
ET080013,1,4,-0.395924985,1.122308612,1,5,2
ET080015,1,4,-0.489544004,0.977660418,1,5,2
ET080016,1,4,0.372465014,2.309527397,1,5,2
ET080017,1,4,1.944360018,4.738219738,1,5,2
ET080018,1,4,1.560889959,4.145730495,1,5,2
ET080019,1,4,-0.177474007,1.459831357,1,5,2
ET080020,1,4,0.224818006,2.081401825,1,5,2
ET080021,1,4,-0.235087007,1.370815039,1,5,2
ET080022,1,4,0.00790398,1.746253848,1,5,2
ET080023,1,4,-0.164271995,1.480229378,1,5,2
ET080024,1,4,1.334329963,3.795678854,1,5,2
ET080025,1,4,0.456019014,2.438624382,1,5,2
ET080027,1,4,-0.537796021,0.903107524,1,5,2
ET080028,1,4,1.796300054,4.509456158,1,5,2
ET080029,1,4,0.0521877,1.81467545,1,5,2
ET080030,1,4,1.451990008,3.977472305,1,5,2
ET080031,1,4,0.313522995,2.21845746,1,5,2
ET080032,1,4,0.291509986,2.184445858,1,5,2
ET080033,1,4,1.319360018,3.772549152,1,5,2
ET080034,1,4,1.392079949,3.884906769,1,5,2
ET080035,1,4,2.104670048,4.985910416,1,5,2
ET080036,1,4,0.134084001,1.941211224,1,5,2
ET080037,1,4,0.831349015,3.018536568,1,5,2
ET080038,1,4,1.158800006,3.524472237,1,5,2
ET080039,1,4,0.787425995,2.950672388,1,5,2
ET080040,1,4,2.023180008,4.860002518,1,5,2
ET080041,1,4,-0.331295997,1.222165108,1,5,2
ET080042,1,4,0.346055001,2.268721819,1,5,2
ET080043,1,4,0.560015976,2.599307299,1,5,2
ET080045,1,4,-0.931522012,0.294772118,1,5,2
ET080046,1,4,1.090299964,3.418634653,1,5,2
ET080047,1,4,-0.419672996,1.085616231,1,5,2
ET080048,1,4,0.983030021,3.252894878,1,5,2
ET080049,1,4,0.877408028,3.089701176,1,5,2
ET080050,1,4,1.711429954,4.378325939,1,5,2
ET080051,1,4,2.581150055,5.722106934,1,5,2
ET080052,1,4,1.187899947,3.569433689,1,5,2
ET080053,1,4,-0.458698988,1.025318146,1,5,2
ET080054,1,4,0.745194018,2.885420799,1,5,2
ET080055,1,4,0.252247006,2.123781681,1,5,2
ET080056,1,4,-0.151648,1.499734402,1,5,2
ET080057,1,4,-0.409444988,1.10141921,1,5,2
ET080058,1,4,2.020760059,4.856263638,1,5,2
ET080059,1,4,0.573607028,2.620306492,1,5,2
ET080060,1,4,0.668949008,2.767616749,1,5,2
ET080061,1,4,2.233659983,5.185209274,1,5,2
ET080062,1,4,1.441799998,3.961727858,1,5,2
ET080063,1,4,1.569579959,4.159157276,1,5,2
ET080065,1,4,0.623050988,2.696700811,1,5,2
ET080066,1,4,-0.644511998,0.738223553,1,5,2
ET080067,1,4,2.795370102,6.05309248,1,5,2
ET080068,1,4,0.728205025,2.859171629,1,5,2
ET080069,1,4,-0.476343989,0.998055398,1,5,2
ET080070,1,4,2.188240051,5.115032196,1,5,2
ET080071,1,4,1.085729957,3.411573648,1,5,2
ET080072,1,4,1.288339972,3.724621058,1,5,2
ET080073,1,4,0.511081994,2.523700714,1,5,2
ET080074,1,4,-0.639450014,0.746044695,1,5,2
ET080075,1,4,0.044003502,1.802030206,1,5,2
ET080076,1,4,1.248849988,3.663606167,1,5,2
ET080078,1,4,0.964326978,3.223997355,1,5,2
ET080079,1,4,1.836869955,4.57213974,1,5,2
ET080080,1,4,0.156368002,1.975641608,1,5,2
ET080081,1,4,-0.698626995,0.654611886,1,5,2
ET080082,1,4,0.751495004,2.895156384,1,5,2
ET080083,1,4,1.960330009,4.76289463,1,5,2
ET080084,1,4,1.427919984,3.940282345,1,5,2
ET080085,1,4,0.123466998,1.924807191,1,5,2
ET080086,1,4,-0.379209995,1.14813447,1,5,2
ET080087,1,4,-0.143707007,1.512003779,1,5,2
ET080088,1,4,-0.343082994,1.203953385,1,5,2
ET080089,1,4,-0.344179004,1.202259898,1,5,2
ET080090,1,4,1.380980015,3.867756605,1,5,2
ET080091,1,4,0.164995,1.988970995,1,5,2
ET080092,1,4,0.488748014,2.489192963,1,5,2
ET080093,1,4,0.196872994,2.038224697,1,5,2
ET080094,1,4,-0.052257098,1.653300643,1,5,2
ET080095,1,4,-0.663619995,0.708700299,1,5,2
ET080096,1,4,0.500939012,2.508028984,1,5,2
ET080097,1,4,0.604642987,2.668259144,1,5,2
ET080098,1,4,-0.764827013,0.55232805,1,5,2
ET080099,1,4,-0.524167001,0.924165368,1,5,2
ET080100,1,4,0.509808004,2.52173233,1,5,2
ET090001,1,4,0.331564993,2.246333838,1,5,2
ET090002,1,4,1.02820003,3.322685719,1,5,2
ET090003,1,4,0.221327007,2.076008081,1,5,2
ET090004,1,4,1.050449967,3.357063532,1,5,2
ET090006,1,4,0.0791177,1.856284261,1,5,2
ET090007,1,4,1.125820041,3.473515749,1,5,2
ET090008,1,4,0.701175988,2.817409754,1,5,2
ET090009,1,4,-0.497429997,0.965475976,1,5,2
ET090010,1,4,-0.202044994,1.421867371,1,5,2
ET090011,1,4,0.959021986,3.215800524,1,5,2
ET090012,1,4,1.162340045,3.529941797,1,5,2
ET090013,1,4,-0.363056988,1.173092127,1,5,2
ET090014,1,4,0.155393004,1.97413516,1,5,2
ET090017,1,4,0.300132006,2.197767496,1,5,2
ET090018,1,4,-0.078531101,1.61270535,1,5,2
ET090019,1,4,2.630330086,5.798093796,1,5,2
ET090020,1,4,0.550261021,2.584235191,1,5,2
ET090021,1,4,0.608614028,2.674394846,1,5,2
ET090022,1,4,-0.154161006,1.495851636,1,5,2
ET090023,1,4,0.556203008,2.593415976,1,5,2
ET090024,1,4,0.981131971,3.249962091,1,5,2
ET090025,1,4,0.386905998,2.331839561,1,5,2
ET090026,1,4,1.110550046,3.449922562,1,5,2
ET090027,1,4,-0.646035016,0.735870361,1,5,2
ET090028,1,4,-0.082016297,1.607320428,1,5,2
ET090030,1,4,0.050744299,1.812445283,1,5,2
ET090031,1,4,-0.085692301,1.601640821,1,5,2
ET090033,1,4,0.302828014,2.201933146,1,5,2
ET090034,1,4,1.097429991,3.429651022,1,5,2
ET090035,1,4,1.416829944,3.92314744,1,5,2
ET090036,1,4,1.144009948,3.501620531,1,5,2
ET090037,1,4,-0.564319015,0.862127542,1,5,2
ET090038,1,4,0.515784025,2.530965567,1,5,2
ET090039,1,4,0.230872005,2.090755701,1,5,2
ET090040,1,4,-0.0659253,1.63218224,1,5,2
ET090041,1,4,1.162989974,3.530946016,1,5,2
ET090042,1,4,-0.0100101,1.718575358,1,5,2
ET090043,1,4,0.767656982,2.92012763,1,5,2
ET090044,1,4,-0.484973013,0.984722912,1,5,2
ET090045,1,4,0.735318005,2.870161533,1,5,2
ET090046,1,4,0.026005,1.774221301,1,5,2
ET090047,1,4,-1.731860042,-0.941808581,1,5,2
ET090048,1,4,-0.143267006,1.51268363,1,5,2
ET090049,1,4,-0.141108006,1.516019464,1,5,2
ET090050,1,4,1.077759981,3.399259567,1,5,2
ET090051,1,4,1.28354001,3.717204571,1,5,2
ET090052,1,4,0.399922997,2.351951838,1,5,2
ET090053,1,4,0.803412974,2.975373268,1,5,2
ET090054,1,4,0.089886703,1.872923136,1,5,2
ET090055,1,4,1.240769982,3.651121855,1,5,2
ET090056,1,4,0.448157996,2.426478386,1,5,2
ET090057,1,4,0.482832015,2.480052471,1,5,2
ET090058,1,4,-0.0686033,1.628044486,1,5,2
ET090059,1,4,0.094289102,1.879725218,1,5,2
ET090060,1,4,0.442669988,2.417999029,1,5,2
ET090062,1,4,-0.323204994,1.234666348,1,5,2
ET090063,1,4,1.432430029,3.947250605,1,5,2
ET090065,1,4,0.173592001,2.002254009,1,5,2
ET090066,1,4,0.123521999,1.924892187,1,5,2
ET090067,1,4,0.756492019,2.902877092,1,5,2
ET090068,1,4,1.467139959,4.000880241,1,5,2
ET090069,1,4,1.571519971,4.162154675,1,5,2
ET090070,1,4,-0.33247,1.220351219,1,5,2
ET090072,1,4,0.768922985,2.922083855,1,5,2
ET090073,1,4,-0.813777983,0.47669524,1,5,2
ET090074,1,4,1.111230016,3.450973272,1,5,2
ET090075,1,4,1.455500007,3.982895374,1,5,2
ET090076,1,4,-0.232566997,1.374708652,1,5,2
ET090077,1,4,-0.00643009,1.724106669,1,5,2
ET090078,1,4,-1.043529987,0.121711604,1,5,2
ET090079,1,4,1.223420024,3.624315023,1,5,2
ET090080,1,4,-0.348708004,1.195262313,1,5,2
ET090082,1,4,-0.655173004,0.721751511,1,5,2
ET090084,1,4,0.551598012,2.58630085,1,5,2
ET090085,1,4,1.883569956,4.644294739,1,5,2
ET090086,1,4,0.128307,1.932285309,1,5,2
ET090087,1,4,0.463521004,2.45021534,1,5,2
ET090088,1,4,0.875358999,3.086535215,1,5,2
ET090089,1,4,0.872171998,3.081611156,1,5,2
ET090090,1,4,1.441110015,3.960661888,1,5,2
ET090092,1,4,0.47328499,2.465301514,1,5,2
ET090093,1,4,0.431353003,2.400513411,1,5,2
ET090094,1,4,1.028630018,3.323350191,1,5,2
ET090095,1,4,-0.0579307,1.644534469,1,5,2
ET090096,1,4,0.715399027,2.839385271,1,5,2
ET100003,1,4,0.696353018,2.809957981,1,5,2
ET100005,1,4,1.061149955,3.373595715,1,5,2
ET100006,1,4,0.178909004,2.010469198,1,5,2
ET100008,1,4,0.165971994,1.990480542,1,5,2
ET100009,1,4,0.528712988,2.550941706,1,5,2
ET100010,1,4,1.263960004,3.686952114,1,5,2
ET100012,1,4,0.689706981,2.799689293,1,5,2
ET100015,1,4,1.039759994,3.340546846,1,5,2
ET100017,1,4,1.120290041,3.464971542,1,5,2
ET100019,1,4,1.300850034,3.74394989,1,5,2
ET100020,1,4,0.308221996,2.210267067,1,5,2
ET100021,1,4,1.254969954,3.673061848,1,5,2
ET100022,1,4,0.954186022,3.208328724,1,5,2
ET100023,1,4,0.965547025,3.225882292,1,5,2
ET100026,1,4,1.290109992,3.727355719,1,5,2
ET100028,1,4,0.800814986,2.971359253,1,5,2
ET100029,1,4,0.953939974,3.207948446,1,5,2
ET100030,1,4,-0.993640006,0.198795274,1,5,2
ET100031,1,4,1.29448998,3.73412323,1,5,2
ET100032,1,4,0.085178502,1.865648627,1,5,2
ET100033,1,4,-0.065246202,1.633231521,1,5,2
ET100034,1,4,0.584694982,2.637438059,1,5,2
ET100035,1,4,0.603627026,2.666689396,1,5,2
ET100036,1,4,-0.118721001,1.550608993,1,5,2
ET100038,1,4,1.304139972,3.749033213,1,5,2
ET100039,1,4,1.25996995,3.680787325,1,5,2
ET100040,1,4,1.343600035,3.81000185,1,5,2
ET100042,1,4,0.039202701,1.794612646,1,5,2
ET100043,1,4,0.024184501,1.771408439,1,5,2
ET100044,1,4,1.820819974,4.547341347,1,5,2
ET100046,1,4,0.077236697,1.853377938,1,5,2
ET100047,1,4,-0.36818099,1.16517508,1,5,2
ET100048,1,4,0.480208009,2.475998163,1,5,2
ET100049,1,4,0.74782002,2.889478207,1,5,2
ET100050,1,4,-0.554359019,0.877516448,1,5,2
ET100051,1,4,-0.331229001,1.222268701,1,5,2
ET100053,1,4,0.945172012,3.194401503,1,5,2
ET100054,1,4,1.283740044,3.7175138,1,5,2
ET100055,1,4,2.425990105,5.482373714,1,5,2
ET100056,1,4,1.359750032,3.834954739,1,5,2
ET100057,1,4,1.529700041,4.097539902,1,5,2
ET100058,1,4,1.239989996,3.649916649,1,5,2
ET100059,1,4,1.163599968,3.531888485,1,5,2
ET100061,1,4,0.969956994,3.232696056,1,5,2
ET100062,1,4,0.396124989,2.346083641,1,5,2
ET100063,1,4,-0.370427996,1.161703348,1,5,2
ET100064,1,4,0.154554993,1.972840428,1,5,2
ET100065,1,4,1.65436995,4.290163994,1,5,2
ET100068,1,4,0.277020991,2.162059307,1,5,2
ET100069,1,4,1.86789,4.620068073,1,5,2
ET100071,1,4,0.673699021,2.77495575,1,5,2
ET100072,1,4,2.21991992,5.163980007,1,5,2
ET100073,1,4,1.147770047,3.507430077,1,5,2
ET100075,1,4,1.794679999,4.506953239,1,5,2
ET100077,1,4,0.619027019,2.69048357,1,5,2
ET100079,1,4,1.399180055,3.895876884,1,5,2
ET100080,1,4,0.663209021,2.758748055,1,5,2
ET100081,1,4,0.964875996,3.224845409,1,5,2
ET100084,1,4,2.077490091,4.943915367,1,5,2
ET100090,1,4,0.88835299,3.106611967,1,5,2
ET100094,1,4,2.754719973,5.99028492,1,5,2
ET100095,1,4,0.461663991,2.44734621,1,5,2
ET100097,1,4,1.197420001,3.584142923,1,5,2
ET100098,1,4,1.459579945,3.989199162,1,5,2
ET100099,1,4,2.03102994,4.872131348,1,5,2
ET100100,1,4,1.643749952,4.27375555,1,5,2
ET110001,1,4,0.400822014,2.353340864,1,5,2
ET110002,1,4,1.361889958,3.838261127,1,5,2
ET110003,1,4,-0.433968991,1.063527822,1,5,2
ET110004,1,4,1.037850022,3.337595701,1,5,2
ET110005,1,4,0.727339029,2.857833624,1,5,2
ET110006,1,4,0.676587999,2.779419422,1,5,2
ET110007,1,4,1.179659963,3.556702375,1,5,2
ET110008,1,4,1.06498003,3.379513502,1,5,2
ET110009,1,4,1.411110044,3.91430974,1,5,2
ET110011,1,4,0.993924022,3.269726753,1,5,2
ET110012,1,4,1.304010034,3.748832464,1,5,2
ET110013,1,4,0.85749799,3.058938742,1,5,2
ET110014,1,4,0.749952018,2.892772198,1,5,2
ET110015,1,4,0.691999972,2.803232193,1,5,2
ET110016,1,4,1.464110017,3.996198416,1,5,2
ET110017,1,4,0.268344998,2.148654222,1,5,2
ET110019,1,4,0.557893991,2.596028566,1,5,2
ET110020,1,4,0.847048998,3.042794228,1,5,2
ET110021,1,4,1.251819968,3.668195009,1,5,2
ET110022,1,4,0.650653005,2.739347935,1,5,2
ET110023,1,4,0.440019011,2.413903236,1,5,2
ET110024,1,4,0.635259986,2.715564728,1,5,2
ET110025,1,4,0.958463013,3.214936972,1,5,2
ET110026,1,4,0.163605005,1.98682332,1,5,2
ET110027,1,4,0.051747002,1.813994527,1,5,2
ET110028,1,4,-0.579075992,0.839326918,1,5,2
ET110029,1,4,1.803740025,4.520951748,1,5,2
ET110030,1,4,1.086820006,3.413257837,1,5,2
ET110031,1,4,0.256370991,2.130153656,1,5,2
ET110032,1,4,0.894367993,3.115905523,1,5,2
ET110033,1,4,0.60126102,2.663033724,1,5,2
ET110034,1,4,0.819077015,2.999575377,1,5,2
ET110035,1,4,1.378710032,3.864249229,1,5,2
ET110036,1,4,0.645447016,2.731304407,1,5,2
ET110037,1,4,0.621091008,2.693672657,1,5,2
ET110038,1,4,0.806155026,2.979609966,1,5,2
ET110039,1,4,0.65178299,2.741093874,1,5,2
ET110041,1,4,0.759060025,2.906844854,1,5,2
ET110043,1,4,0.210879996,2.059866667,1,5,2
ET110045,1,4,1.440899968,3.9603374,1,5,2
ET110047,1,4,-0.840002,0.436177194,1,5,2
ET110048,1,4,0.304811001,2.204996824,1,5,2
ET110049,1,4,-0.415262997,1.092429996,1,5,2
ET110050,1,4,1.146379948,3.505282402,1,5,2
ET110051,1,4,0.392549008,2.340558529,1,5,2
ET110052,1,4,0.081390701,1.859796166,1,5,2
ET110053,1,4,-0.00665212,1.723763585,1,5,2
ET110054,1,4,0.192555994,2.031554699,1,5,2
ET110055,1,4,-0.200606003,1.424090743,1,5,2
ET110056,1,4,0.852492988,3.051205635,1,5,2
ET110059,1,4,-0.760030985,0.559738278,1,5,2
ET110060,1,4,-0.332444012,1.220391393,1,5,2
ET110061,1,4,1.813199997,4.535568237,1,5,2
ET110062,1,4,-0.288015991,1.289035916,1,5,2
ET110063,1,4,0.185909003,2.02128458,1,5,2
ET110064,1,4,-0.037625801,1.675907016,1,5,2
ET110065,1,4,0.739018023,2.875878334,1,5,2
ET110066,1,4,0.645511985,2.731404781,1,5,2
ET110067,1,4,0.415445,2.375934601,1,5,2
ET110068,1,4,0.436069995,2.407801628,1,5,2
ET110069,1,4,0.152888998,1.970266342,1,5,2
ET110070,1,4,0.13831,1.947740674,1,5,2
ET110071,1,4,0.871872008,3.081147671,1,5,2
ET110072,1,4,0.312943995,2.217562914,1,5,2
ET110073,1,4,0.256983012,2.131099224,1,5,2
ET110074,1,4,-0.356415004,1.183354378,1,5,2
ET110075,1,4,0.746716976,2.887773991,1,5,2
ET110076,1,4,1.716070056,4.385495186,1,5,2
ET110077,1,4,-0.809542,0.483240128,1,5,2
ET110078,1,4,-0.256458014,1.337795258,1,5,2
ET110079,1,4,0.139470994,1.949534535,1,5,2
ET110081,1,4,1.360499978,3.836113453,1,5,2
ET110082,1,4,0.940787971,3.187627792,1,5,2
ET110083,1,4,0.733506978,2.867363453,1,5,2
ET110084,1,4,0.371003985,2.307269812,1,5,2
ET110085,1,4,1.276990056,3.707084417,1,5,2
ET110086,1,4,0.655031979,2.746113777,1,5,2
ET110088,1,4,1.231590033,3.636938095,1,5,2
ET110089,1,4,0.726163983,2.856018066,1,5,2
ET110091,1,4,0.68968302,2.799652338,1,5,2
ET110092,1,4,-0.463265002,1.01826334,1,5,2
ET110093,1,4,1.862570047,4.611848354,1,5,2
ET110094,1,4,1.328089952,3.786037683,1,5,2
ET110098,1,4,-0.308658987,1.257140994,1,5,2
ET110099,1,4,0.716100991,2.840470076,1,5,2
ET110100,1,4,0.985994995,3.257475853,1,5,2
ET020054,1,5,0.778836012,2.937400103,1,6,2
ET020089,1,5,1.844869971,4.584500313,1,6,2
ET080001,1,5,-1.49909997,-0.582177281,1,6,2
ET080002,1,5,1.537260056,4.109220505,1,6,2
ET080003,1,5,1.547970057,4.125768185,1,6,2
ET080004,1,5,0.460325003,2.445277452,1,6,2
ET080005,1,5,0.54135102,2.570468426,1,6,2
ET080006,1,5,1.428369999,3.940977573,1,6,2
